,Year,Subregion,City,Total activities,non-urgent activity,technical assistance,preventive device,dangerous leaks,urban fire,vegetation fire,mobility,practicesal,rescues,simulacrum,technical support
11248,2020,Vallès Oriental,"Roca del Vallès, La",200.0,89.0,20.0,,3.0,30.0,13.0,33.0,1.0,11.0,,
11249,2020,Vallès Oriental,Sant Antoni de Vilamajor,98.0,7.0,41.0,7.0,1.0,9.0,5.0,12.0,6.0,9.0,1.0,
11250,2020,Vallès Oriental,Sant Celoni,297.0,15.0,86.0,,2.0,38.0,3.0,32.0,82.0,39.0,,
11251,2020,Vallès Oriental,Sant Esteve de Palautordera,38.0,,23.0,,1.0,4.0,1.0,4.0,1.0,4.0,,
11252,2020,Vallès Oriental,Sant Feliu de Codines,47.0,8.0,12.0,,1.0,4.0,5.0,12.0,1.0,3.0,,1.0
11253,2020,Vallès Oriental,Sant Fost de Campsentelles,71.0,,25.0,1.0,2.0,14.0,6.0,17.0,,6.0,,
11254,2020,Vallès Oriental,Sant Pere de Vilamajor,70.0,1.0,41.0,,,16.0,2.0,9.0,,1.0,,
11255,2020,Vallès Oriental,Santa Eulàlia de Ronçana,28.0,,4.0,,,10.0,1.0,5.0,,8.0,,
11256,2020,Vallès Oriental,Santa Maria de Martorelles,9.0,,5.0,,1.0,1.0,,,,2.0,,
11257,2020,Vallès Oriental,Santa Maria de Palautordera,245.0,5.0,127.0,1.0,1.0,35.0,8.0,35.0,17.0,16.0,,
11258,2020,Vallès Oriental,Tagamanent,19.0,2.0,2.0,,,2.0,,10.0,,3.0,,
11259,2020,Vallès Oriental,Vallgorguina,55.0,1.0,32.0,,,7.0,,12.0,,3.0,,
11260,2020,Vallès Oriental,Vallromanes,21.0,,6.0,,,4.0,2.0,6.0,,3.0,,
11261,2020,Vallès Oriental,Vilalba Sasserra,11.0,1.0,4.0,,,1.0,1.0,2.0,,2.0,,
11262,2020,Vallès Oriental,Vilanova del Vallès,38.0,1.0,11.0,,,7.0,2.0,4.0,10.0,3.0,,
11263,2021,Fora de Catalunya,Fora de Catalunya,,,,,1.0,5.0,2.0,1.0,3.0,2.0,2.0,16.0
11264,2021,Alt Camp,Aiguamúrcia,5.0,2.0,1.0,,3.0,5.0,,,2.0,1.0,,19.0
11265,2021,Alt Camp,Alcover,9.0,9.0,3.0,4.0,6.0,22.0,21.0,7.0,7.0,,1.0,89.0
11266,2021,Alt Camp,Alió,,1.0,,,3.0,2.0,1.0,6.0,2.0,,,15.0
11267,2021,Alt Camp,Bràfim,,,,,1.0,1.0,2.0,,1.0,,,5.0
11268,2021,Alt Camp,Cabra del Camp,2.0,3.0,,,3.0,5.0,8.0,,6.0,,,27.0
11269,2021,Alt Camp,Figuerola del Camp,1.0,,,,1.0,,2.0,1.0,2.0,,,7.0
11270,2021,Alt Camp,"Masó, La",,,,,,2.0,,,,,,2.0
11271,2021,Alt Camp,"Milà, El",,,,,,5.0,,,,,,5.0
11272,2021,Alt Camp,Montferri,,,,,2.0,3.0,1.0,,,,,6.0
11273,2021,Alt Camp,Mont-ral,7.0,,,,,,3.0,3.0,7.0,1.0,,21.0
11274,2021,Alt Camp,Nulles,,,1.0,,,4.0,,,,,,5.0
11275,2021,Alt Camp,"Pla de Santa Maria, El",3.0,1.0,,,7.0,6.0,5.0,,9.0,,,31.0
11276,2021,Alt Camp,"Pont d'Armentera, El",,2.0,,,1.0,1.0,1.0,,2.0,,,7.0
11277,2021,Alt Camp,Puigpelat,,1.0,,1.0,3.0,1.0,6.0,,6.0,,,18.0
11278,2021,Alt Camp,Querol,15.0,,,,,4.0,11.0,,2.0,,,32.0
11279,2021,Alt Camp,"Riba, La",7.0,3.0,,,1.0,3.0,6.0,1.0,,,,21.0
11280,2021,Alt Camp,Rodonyà,,1.0,,,3.0,5.0,3.0,,1.0,,,13.0
11281,2021,Alt Camp,"Rourell, El",,,,,1.0,4.0,1.0,,,,,6.0
11282,2021,Alt Camp,Vallmoll,,3.0,1.0,,7.0,15.0,3.0,,6.0,,,35.0
11283,2021,Alt Camp,Valls,55.0,50.0,2.0,6.0,60.0,37.0,65.0,80.0,74.0,1.0,1.0,431.0
11284,2021,Alt Camp,Vilabella,,,,,2.0,2.0,1.0,,,,,5.0
11285,2021,Alt Camp,Vila-rodona,29.0,2.0,3.0,,5.0,10.0,8.0,4.0,,,,61.0
11286,2021,Alt Empordà,Agullana,21.0,3.0,,,8.0,4.0,8.0,,2.0,,,46.0
11287,2021,Alt Empordà,Albanyà,1.0,,,,1.0,,,1.0,7.0,,,10.0
11288,2021,Alt Empordà,"Armentera, L'",5.0,1.0,,,2.0,1.0,1.0,,3.0,,,13.0
11289,2021,Alt Empordà,Avinyonet de Puigventós,3.0,,,,2.0,1.0,3.0,,1.0,,,10.0
11290,2021,Alt Empordà,Bàscara,24.0,2.0,11.0,2.0,9.0,6.0,7.0,8.0,1.0,,7.0,77.0
11291,2021,Alt Empordà,Biure,2.0,,,,2.0,1.0,4.0,1.0,,,,10.0
11292,2021,Alt Empordà,Boadella i les Escaules,6.0,1.0,,,1.0,,2.0,,,,,10.0
11293,2021,Alt Empordà,Borrassà,1.0,,,,4.0,4.0,7.0,,2.0,,,18.0
11294,2021,Alt Empordà,Cabanelles,9.0,1.0,,,1.0,2.0,1.0,,1.0,,,15.0
11295,2021,Alt Empordà,Cabanes,3.0,1.0,,1.0,4.0,7.0,4.0,,,,,20.0
11296,2021,Alt Empordà,Cadaqués,75.0,5.0,1.0,,14.0,3.0,16.0,6.0,19.0,,,139.0
11297,2021,Alt Empordà,Cantallops,23.0,,,,,,2.0,3.0,3.0,,,31.0
11298,2021,Alt Empordà,Capmany,14.0,1.0,,,3.0,5.0,5.0,,,,,28.0
11299,2021,Alt Empordà,Castelló d'Empúries,43.0,10.0,,2.0,52.0,18.0,44.0,,32.0,,1.0,202.0
11300,2021,Alt Empordà,Cistella,16.0,,,,,,1.0,,1.0,,,18.0
11301,2021,Alt Empordà,Colera,55.0,2.0,,1.0,2.0,2.0,10.0,3.0,4.0,,,79.0
11302,2021,Alt Empordà,Darnius,14.0,1.0,,,3.0,,12.0,1.0,4.0,,,35.0
11303,2021,Alt Empordà,"Escala, L'",87.0,27.0,2.0,1.0,52.0,6.0,28.0,26.0,37.0,,,266.0
11304,2021,Alt Empordà,Espolla,13.0,1.0,,,1.0,1.0,,5.0,2.0,,,23.0
11305,2021,Alt Empordà,"Far d'Empordà, El",1.0,1.0,,,6.0,3.0,5.0,,,,,16.0
11306,2021,Alt Empordà,Figueres,108.0,86.0,1.0,19.0,145.0,35.0,80.0,72.0,150.0,1.0,,697.0
11307,2021,Alt Empordà,Fortià,3.0,1.0,,,3.0,3.0,5.0,,4.0,,,19.0
11308,2021,Alt Empordà,Garrigàs,,1.0,,,4.0,5.0,4.0,,,,,14.0
11309,2021,Alt Empordà,Garriguella,30.0,3.0,,,1.0,4.0,2.0,,1.0,,,41.0
11310,2021,Alt Empordà,"Jonquera, La",101.0,13.0,1.0,3.0,11.0,8.0,29.0,34.0,14.0,,,214.0
11311,2021,Alt Empordà,Lladó,1.0,,,,1.0,,1.0,,,,,3.0
11312,2021,Alt Empordà,Llançà,211.0,26.0,4.0,7.0,16.0,12.0,33.0,36.0,26.0,,2.0,373.0
11313,2021,Alt Empordà,Llers,10.0,2.0,11.0,,10.0,4.0,7.0,23.0,2.0,,,69.0
11314,2021,Alt Empordà,Maçanet de Cabrenys,7.0,1.0,,,2.0,,2.0,,5.0,,,17.0
11315,2021,Alt Empordà,Masarac,2.0,1.0,,,1.0,,2.0,,,,,6.0
11316,2021,Alt Empordà,Mollet de Peralada,,,,,2.0,1.0,1.0,,,,,4.0
11317,2021,Alt Empordà,Navata,3.0,1.0,,,4.0,,5.0,,,,,13.0
11318,2021,Alt Empordà,Ordis,,1.0,,,,1.0,4.0,,2.0,,,8.0
11319,2021,Alt Empordà,Palau-saverdera,11.0,2.0,,1.0,8.0,3.0,4.0,3.0,3.0,,,35.0
11320,2021,Alt Empordà,Pau,3.0,1.0,,1.0,3.0,4.0,5.0,,1.0,,,18.0
11321,2021,Alt Empordà,Pedret i Marzà,3.0,2.0,,,,2.0,4.0,,3.0,,,14.0
11322,2021,Alt Empordà,Peralada,6.0,4.0,,,3.0,9.0,4.0,,8.0,,,34.0
11323,2021,Alt Empordà,Pont de Molins,4.0,1.0,,,3.0,2.0,11.0,,2.0,,,23.0
11324,2021,Alt Empordà,Pontós,,,,,1.0,,4.0,,1.0,,,6.0
11325,2021,Alt Empordà,"Port de la Selva, El",90.0,11.0,,2.0,7.0,5.0,16.0,2.0,13.0,,,146.0
11326,2021,Alt Empordà,Portbou,43.0,7.0,,,3.0,4.0,2.0,10.0,11.0,,,80.0
11327,2021,Alt Empordà,Rabós,8.0,1.0,,,2.0,1.0,1.0,,3.0,,,16.0
11328,2021,Alt Empordà,Riumors,2.0,,,,1.0,2.0,1.0,,,,,6.0
11329,2021,Alt Empordà,Roses,204.0,30.0,3.0,11.0,46.0,16.0,74.0,48.0,92.0,,1.0,525.0
11330,2021,Alt Empordà,Sant Climent Sescebes,21.0,3.0,1.0,,2.0,1.0,2.0,2.0,2.0,,,34.0
11331,2021,Alt Empordà,Sant Llorenç de la Muga,,,,,1.0,,4.0,,,,,5.0
11332,2021,Alt Empordà,Sant Miquel de Fluvià,,,,1.0,4.0,,1.0,,,,,6.0
11333,2021,Alt Empordà,Sant Mori,2.0,,,,1.0,,,,1.0,,,4.0
11334,2021,Alt Empordà,Sant Pere Pescador,7.0,1.0,,,15.0,7.0,17.0,,7.0,,,54.0
11335,2021,Alt Empordà,Santa Llogaia d'Àlguema,1.0,1.0,,,3.0,,,,,,,5.0
11336,2021,Alt Empordà,"Saus, Camallera i Llampaies",,1.0,,,1.0,3.0,2.0,,3.0,,,10.0
11337,2021,Alt Empordà,"Selva de Mar, La",2.0,2.0,,,2.0,,,,,,,6.0
11338,2021,Alt Empordà,Siurana,2.0,,,,2.0,,,,,,,4.0
11339,2021,Alt Empordà,Terrades,2.0,1.0,,,,,2.0,1.0,3.0,,,9.0
11340,2021,Alt Empordà,Torroella de Fluvià,2.0,,,,2.0,2.0,4.0,1.0,1.0,,,12.0
11341,2021,Alt Empordà,"Vajol, La",2.0,,,,,1.0,,,,,,3.0
11342,2021,Alt Empordà,Ventalló,5.0,1.0,,,5.0,9.0,12.0,,1.0,,,33.0
11343,2021,Alt Empordà,Vilabertran,1.0,2.0,,,5.0,3.0,6.0,,3.0,,,20.0
11344,2021,Alt Empordà,Viladamat,5.0,1.0,,,1.0,3.0,7.0,1.0,,,,18.0
11345,2021,Alt Empordà,Vilafant,2.0,4.0,,,15.0,4.0,7.0,,4.0,,,36.0
11346,2021,Alt Empordà,Vilajuïga,13.0,2.0,,1.0,5.0,2.0,7.0,9.0,2.0,,,41.0
11347,2021,Alt Empordà,Vilamacolum,,,,,2.0,,,,,,,2.0
11348,2021,Alt Empordà,Vilamalla,6.0,1.0,,1.0,10.0,2.0,11.0,3.0,3.0,,,37.0
11349,2021,Alt Empordà,Vilamaniscle,24.0,,,,,,,1.0,1.0,,,26.0
11350,2021,Alt Empordà,Vilanant,1.0,,,,1.0,,1.0,,1.0,,,4.0
11351,2021,Alt Empordà,Vila-sacra,,1.0,,,5.0,2.0,7.0,,1.0,,,16.0
11352,2021,Alt Empordà,Vilaür,,,,,2.0,1.0,3.0,,,,,6.0
11353,2021,Alt Penedès,Avinyonet del Penedès,,5.0,,,6.0,2.0,4.0,,3.0,,,20.0
11354,2021,Alt Penedès,"Cabanyes, Les",1.0,2.0,,,1.0,2.0,,,1.0,,,7.0
11355,2021,Alt Penedès,Castellet i la Gornal,,3.0,1.0,1.0,11.0,9.0,11.0,1.0,12.0,,,49.0
11356,2021,Alt Penedès,Castellví de la Marca,1.0,1.0,,,6.0,8.0,3.0,1.0,2.0,,,22.0
11357,2021,Alt Penedès,Font-rubí,1.0,3.0,,,3.0,4.0,7.0,,5.0,,,23.0
11358,2021,Alt Penedès,Gelida,8.0,17.0,2.0,1.0,19.0,8.0,12.0,4.0,16.0,,,87.0
11359,2021,Alt Penedès,"Granada, La",,,,,13.0,3.0,5.0,3.0,2.0,,,26.0
11360,2021,Alt Penedès,Mediona,4.0,6.0,,1.0,8.0,7.0,6.0,,9.0,,,41.0
11361,2021,Alt Penedès,Olèrdola,,4.0,4.0,1.0,15.0,9.0,10.0,1.0,9.0,,,53.0
11362,2021,Alt Penedès,Olesa de Bonesvalls,,,,,6.0,,3.0,2.0,2.0,,,13.0
11363,2021,Alt Penedès,Pacs del Penedès,,1.0,,,1.0,2.0,2.0,1.0,1.0,,,8.0
11364,2021,Alt Penedès,"Pla del Penedès, El",,4.0,,,,2.0,3.0,,1.0,,,10.0
11365,2021,Alt Penedès,Pontons,1.0,2.0,,,3.0,2.0,1.0,,4.0,,,13.0
11366,2021,Alt Penedès,Puigdàlber,,,,,,1.0,,,,,,1.0
11367,2021,Alt Penedès,Sant Cugat Sesgarrigues,,2.0,1.0,,5.0,,3.0,,3.0,,,14.0
11368,2021,Alt Penedès,Sant Llorenç d'Hortons,,2.0,1.0,1.0,8.0,13.0,6.0,,2.0,,,33.0
11369,2021,Alt Penedès,Sant Martí Sarroca,,3.0,,,7.0,7.0,3.0,2.0,1.0,,,23.0
11370,2021,Alt Penedès,Sant Pere de Riudebitlles,,,,,5.0,4.0,4.0,,3.0,,,16.0
11371,2021,Alt Penedès,Sant Quintí de Mediona,,6.0,,1.0,11.0,1.0,5.0,,1.0,,,25.0
11372,2021,Alt Penedès,Sant Sadurní d'Anoia,2.0,5.0,2.0,,21.0,19.0,18.0,,13.0,,,80.0
11373,2021,Alt Penedès,Santa Fe del Penedès,,,,,1.0,,,,,,,1.0
11374,2021,Alt Penedès,Santa Margarida i els Monjos,,10.0,,,16.0,8.0,3.0,,10.0,,,47.0
11375,2021,Alt Penedès,Subirats,,3.0,,1.0,12.0,10.0,23.0,3.0,4.0,,,56.0
11376,2021,Alt Penedès,Torrelavit,,2.0,,,3.0,5.0,5.0,,2.0,,,17.0
11377,2021,Alt Penedès,Torrelles de Foix,,3.0,,,8.0,2.0,4.0,1.0,8.0,,,26.0
11378,2021,Alt Penedès,Vilafranca del Penedès,135.0,72.0,2.0,9.0,116.0,26.0,43.0,35.0,122.0,2.0,1.0,563.0
11379,2021,Alt Penedès,Vilobí del Penedès,2.0,2.0,,,6.0,3.0,1.0,1.0,4.0,,,19.0
11380,2021,Alt Urgell,Alàs i Cerc,,,,,,2.0,1.0,,1.0,,,4.0
11381,2021,Alt Urgell,Arsèguel,2.0,,,,1.0,,,1.0,1.0,,,5.0
11382,2021,Alt Urgell,Bassella,4.0,2.0,,,2.0,2.0,13.0,1.0,1.0,1.0,,26.0
11383,2021,Alt Urgell,Cabó,1.0,,,,,1.0,2.0,,1.0,,,5.0
11384,2021,Alt Urgell,Cava,,,,,,,,,4.0,,,4.0
11385,2021,Alt Urgell,Coll de Nargó,17.0,8.0,2.0,,2.0,3.0,7.0,35.0,3.0,,,77.0
11386,2021,Alt Urgell,Estamariu,1.0,,,,,,4.0,,1.0,,,6.0
11387,2021,Alt Urgell,Fígols i Alinyà,1.0,3.0,1.0,,1.0,2.0,1.0,3.0,6.0,,,18.0
11388,2021,Alt Urgell,Josa i Tuixén,1.0,,,,1.0,2.0,1.0,,7.0,,,12.0
11389,2021,Alt Urgell,Montferrer i Castellbò,30.0,10.0,6.0,,3.0,1.0,7.0,5.0,11.0,,,73.0
11390,2021,Alt Urgell,Oliana,97.0,26.0,1.0,,7.0,7.0,15.0,89.0,23.0,,1.0,266.0
11391,2021,Alt Urgell,Organyà,18.0,7.0,5.0,,3.0,8.0,5.0,21.0,,,,67.0
11392,2021,Alt Urgell,Peramola,1.0,3.0,,,,,4.0,1.0,7.0,,,16.0
11393,2021,Alt Urgell,"Pont de Bar, El",,,,,1.0,3.0,4.0,,1.0,,,9.0
11394,2021,Alt Urgell,Ribera d'Urgellet,,4.0,1.0,,5.0,1.0,10.0,,5.0,,,26.0
11395,2021,Alt Urgell,"Seu d'Urgell, La",18.0,37.0,158.0,1.0,40.0,13.0,18.0,200.0,74.0,1.0,7.0,567.0
11396,2021,Alt Urgell,"Valls d'Aguilar, Les",,,,,,,1.0,,,,,1.0
11397,2021,Alt Urgell,"Valls de Valira, Les",,2.0,,,1.0,1.0,6.0,1.0,10.0,,,21.0
11398,2021,Alt Urgell,"Vansa i Fórnols, La",2.0,,,,,1.0,1.0,,1.0,,,5.0
11399,2021,Alta Ribagorça,"Pont de Suert, El",81.0,25.0,6.0,1.0,6.0,9.0,14.0,167.0,28.0,2.0,,339.0
11400,2021,Alta Ribagorça,"Vall de Boí, La",6.0,4.0,4.0,,7.0,3.0,3.0,4.0,34.0,,,65.0
11401,2021,Alta Ribagorça,Vilaller,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,6.0,,1.0,15.0
11402,2021,Anoia,Argençola,,1.0,,,2.0,1.0,2.0,,,,,6.0
11403,2021,Anoia,Bellprat,,,,,,4.0,,,,,,4.0
11404,2021,Anoia,"Bruc, El",6.0,2.0,1.0,1.0,14.0,2.0,12.0,2.0,18.0,,,58.0
11405,2021,Anoia,Cabrera d'Anoia,,4.0,,,6.0,5.0,2.0,,3.0,,,20.0
11406,2021,Anoia,Calaf,70.0,11.0,10.0,1.0,9.0,,8.0,51.0,13.0,,1.0,174.0
11407,2021,Anoia,Calonge de Segarra,19.0,,,,1.0,,4.0,2.0,,,,26.0
11408,2021,Anoia,Capellades,25.0,13.0,3.0,1.0,12.0,2.0,5.0,6.0,15.0,,,82.0
11409,2021,Anoia,Carme,,,,,,5.0,,,2.0,,,7.0
11410,2021,Anoia,Castellfollit de Riubregós,14.0,,,,,,,,1.0,,,15.0
11411,2021,Anoia,Castellolí,,1.0,,,5.0,2.0,13.0,,3.0,,,24.0
11412,2021,Anoia,Copons,,,,,,4.0,1.0,,4.0,,,9.0
11413,2021,Anoia,"Hostalets de Pierola, Els",,4.0,3.0,1.0,12.0,5.0,8.0,1.0,5.0,,,39.0
11414,2021,Anoia,Igualada,235.0,67.0,1.0,6.0,73.0,14.0,18.0,36.0,96.0,,,546.0
11415,2021,Anoia,Jorba,5.0,3.0,,,8.0,3.0,6.0,2.0,3.0,,,30.0
11416,2021,Anoia,"Llacuna, La",13.0,7.0,,,5.0,3.0,4.0,1.0,4.0,,,37.0
11417,2021,Anoia,Masquefa,,9.0,,,13.0,11.0,8.0,,10.0,,,51.0
11418,2021,Anoia,Montmaneu,10.0,,,,4.0,,5.0,1.0,,,,20.0
11419,2021,Anoia,Òdena,35.0,4.0,5.0,,23.0,14.0,12.0,12.0,5.0,,11.0,121.0
11420,2021,Anoia,Orpí,4.0,,,,1.0,,,,1.0,,,6.0
11421,2021,Anoia,Piera,13.0,38.0,,1.0,48.0,27.0,27.0,3.0,27.0,,,184.0
11422,2021,Anoia,"Pobla de Claramunt, La",1.0,1.0,,,2.0,4.0,13.0,,7.0,,,28.0
11423,2021,Anoia,"Prats de Rei, Els",14.0,1.0,,,3.0,1.0,2.0,2.0,2.0,,,25.0
11424,2021,Anoia,Pujalt,5.0,,,,1.0,2.0,1.0,,,,,9.0
11425,2021,Anoia,Rubió,2.0,2.0,,,,1.0,1.0,,1.0,,,7.0
11426,2021,Anoia,Sant Martí de Tous,2.0,1.0,,,2.0,6.0,2.0,,4.0,,,17.0
11427,2021,Anoia,Sant Martí Sesgueioles,4.0,1.0,,,,,,,,,,5.0
11428,2021,Anoia,Sant Pere Sallavinera,10.0,2.0,,,2.0,,1.0,1.0,1.0,,,17.0
11429,2021,Anoia,Santa Margarida de Montbui,1.0,5.0,,1.0,22.0,7.0,4.0,,16.0,,,56.0
11430,2021,Anoia,Santa Maria de Miralles,39.0,3.0,1.0,,1.0,4.0,3.0,,,,,51.0
11431,2021,Anoia,"Torre de Claramunt, La",1.0,6.0,,1.0,9.0,,8.0,,8.0,,,33.0
11432,2021,Anoia,Vallbona d'Anoia,,2.0,,,1.0,2.0,9.0,,1.0,,,15.0
11433,2021,Anoia,Veciana,9.0,1.0,,,,2.0,4.0,1.0,,,,17.0
11434,2021,Anoia,Vilanova del Camí,,9.0,,2.0,12.0,8.0,6.0,,27.0,,,64.0
11435,2021,Bages,Aguilar de Segarra,8.0,,,,1.0,2.0,3.0,,2.0,,,16.0
11436,2021,Bages,Artés,7.0,6.0,1.0,,3.0,1.0,3.0,,3.0,2.0,,26.0
11437,2021,Bages,Avinyó,34.0,4.0,1.0,,1.0,,10.0,,6.0,,,56.0
11438,2021,Bages,Balsareny,29.0,3.0,2.0,1.0,6.0,4.0,8.0,1.0,1.0,,,55.0
11439,2021,Bages,Callús,2.0,5.0,,,6.0,2.0,4.0,,4.0,,,23.0
11440,2021,Bages,Cardona,69.0,12.0,5.0,2.0,6.0,4.0,19.0,73.0,10.0,,,200.0
11441,2021,Bages,Castellbell i el Vilar,,2.0,10.0,2.0,8.0,2.0,14.0,2.0,10.0,,,50.0
11442,2021,Bages,Castellfollit del Boix,10.0,,,1.0,2.0,2.0,,8.0,1.0,,,24.0
11443,2021,Bages,Castellgalí,5.0,5.0,,,7.0,4.0,4.0,,7.0,,,32.0
11444,2021,Bages,Castellnou de Bages,9.0,1.0,,,1.0,1.0,2.0,,1.0,,,15.0
11445,2021,Bages,Fonollosa,4.0,2.0,,,5.0,4.0,3.0,,3.0,,,21.0
11446,2021,Bages,Gaià,13.0,,,,2.0,2.0,,,,,,17.0
11447,2021,Bages,Manresa,97.0,137.0,19.0,16.0,151.0,32.0,79.0,167.0,232.0,,6.0,936.0
11448,2021,Bages,Marganell,10.0,,,,1.0,1.0,,,9.0,,,21.0
11449,2021,Bages,Monistrol de Montserrat,8.0,2.0,,1.0,2.0,1.0,2.0,8.0,28.0,,2.0,54.0
11450,2021,Bages,Mura,5.0,,,,,1.0,3.0,,11.0,,,20.0
11451,2021,Bages,Navarcles,2.0,3.0,,3.0,7.0,4.0,1.0,,15.0,,,35.0
11452,2021,Bages,Navàs,68.0,3.0,,4.0,6.0,3.0,9.0,,3.0,,,96.0
11453,2021,Bages,"Pont de Vilomara i Rocafort, El",7.0,3.0,,,4.0,1.0,7.0,2.0,7.0,,,31.0
11454,2021,Bages,Rajadell,6.0,,,,,,5.0,3.0,,,,14.0
11455,2021,Bages,Sallent,20.0,12.0,1.0,2.0,12.0,3.0,12.0,7.0,11.0,,,80.0
11456,2021,Bages,Sant Feliu Sasserra,9.0,,2.0,,1.0,,1.0,,,,,13.0
11457,2021,Bages,Sant Fruitós de Bages,5.0,9.0,,2.0,14.0,3.0,34.0,7.0,9.0,,,83.0
11458,2021,Bages,Sant Joan de Vilatorrada,3.0,10.0,,1.0,14.0,4.0,15.0,,13.0,,,60.0
11459,2021,Bages,Sant Mateu de Bages,28.0,1.0,,,,1.0,4.0,,5.0,,,39.0
11460,2021,Bages,Sant Salvador de Guardiola,7.0,7.0,,2.0,6.0,4.0,10.0,,7.0,,,43.0
11461,2021,Bages,Sant Vicenç de Castellet,,7.0,7.0,3.0,23.0,6.0,6.0,15.0,14.0,,2.0,83.0
11462,2021,Bages,Santpedor,19.0,5.0,1.0,5.0,7.0,4.0,4.0,,10.0,,,55.0
11463,2021,Bages,Súria,3.0,2.0,,1.0,12.0,4.0,4.0,1.0,5.0,,,32.0
11464,2021,Bages,Talamanca,,,1.0,,,,,,3.0,,,4.0
11465,2021,Baix Camp,"Albiol, L'",6.0,2.0,,,,1.0,2.0,,1.0,,,12.0
11466,2021,Baix Camp,"Aleixar, L'",,2.0,,,3.0,12.0,2.0,,2.0,,,21.0
11467,2021,Baix Camp,Alforja,5.0,1.0,,,7.0,16.0,3.0,,2.0,,,34.0
11468,2021,Baix Camp,Almoster,,,,1.0,3.0,4.0,2.0,,6.0,,,16.0
11469,2021,Baix Camp,Arbolí,5.0,,,,,1.0,2.0,,2.0,,,10.0
11470,2021,Baix Camp,"Argentera, L'",,,,,1.0,,1.0,,,,,2.0
11471,2021,Baix Camp,"Borges del Camp, Les",1.0,1.0,,1.0,3.0,6.0,1.0,,2.0,1.0,,16.0
11472,2021,Baix Camp,Botarell,,2.0,,,2.0,1.0,3.0,,2.0,,,10.0
11473,2021,Baix Camp,Cambrils,108.0,77.0,3.0,5.0,79.0,26.0,41.0,112.0,78.0,,,529.0
11474,2021,Baix Camp,Capafonts,3.0,,1.0,,1.0,,1.0,,3.0,,,9.0
11475,2021,Baix Camp,Castellvell del Camp,2.0,2.0,,,4.0,5.0,,2.0,1.0,,,16.0
11476,2021,Baix Camp,Colldejou,3.0,,,,,2.0,1.0,,4.0,,,10.0
11477,2021,Baix Camp,Duesaigües,2.0,,,,2.0,,1.0,,,,,5.0
11478,2021,Baix Camp,"Febró, La",4.0,,,,,,,,5.0,,,9.0
11479,2021,Baix Camp,Maspujols,,1.0,4.0,,1.0,3.0,1.0,,,,,10.0
11480,2021,Baix Camp,Montbrió del Camp,1.0,3.0,,,6.0,3.0,8.0,,3.0,,,24.0
11481,2021,Baix Camp,Mont-roig del Camp,6.0,28.0,,1.0,45.0,32.0,36.0,4.0,29.0,,1.0,182.0
11482,2021,Baix Camp,Prades,29.0,2.0,,,4.0,3.0,10.0,7.0,2.0,,6.0,63.0
11483,2021,Baix Camp,Pratdip,2.0,,,,5.0,,4.0,,1.0,,,12.0
11484,2021,Baix Camp,Reus,195.0,252.0,24.0,12.0,245.0,110.0,125.0,176.0,226.0,4.0,11.0,1380.0
11485,2021,Baix Camp,Riudecanyes,,1.0,,,3.0,10.0,2.0,,,,,16.0
11486,2021,Baix Camp,Riudecols,1.0,,1.0,,3.0,4.0,1.0,,2.0,,,12.0
11487,2021,Baix Camp,Riudoms,,8.0,,2.0,9.0,15.0,23.0,,5.0,,,62.0
11488,2021,Baix Camp,"Selva del Camp, La",3.0,4.0,,,18.0,18.0,17.0,8.0,10.0,,,78.0
11489,2021,Baix Camp,Vandellòs i l'Hospitalet de l'Infant,109.0,24.0,6.0,2.0,22.0,18.0,36.0,116.0,22.0,1.0,,356.0
11490,2021,Baix Camp,Vilanova d'Escornalbou,,1.0,1.0,,1.0,1.0,2.0,,,,,6.0
11491,2021,Baix Camp,Vilaplana,9.0,1.0,,,1.0,1.0,1.0,1.0,2.0,,,16.0
11492,2021,Baix Camp,Vinyols i els Arcs,,2.0,,,5.0,4.0,7.0,,4.0,,,22.0
11493,2021,Baix Ebre,"Aldea, L'",1.0,4.0,2.0,,11.0,14.0,28.0,,5.0,,,65.0
11494,2021,Baix Ebre,Aldover,,,1.0,,1.0,4.0,2.0,,1.0,,,9.0
11495,2021,Baix Ebre,Alfara de Carles,3.0,1.0,,,1.0,2.0,2.0,1.0,9.0,,,19.0
11496,2021,Baix Ebre,"Ametlla de Mar, L'",33.0,38.0,2.0,3.0,26.0,14.0,35.0,85.0,23.0,,,259.0
11497,2021,Baix Ebre,"Ampolla, L'",,6.0,,,9.0,7.0,23.0,1.0,13.0,,,59.0
11498,2021,Baix Ebre,Benifallet,19.0,5.0,2.0,,,3.0,8.0,11.0,2.0,,,50.0
11499,2021,Baix Ebre,Camarles,1.0,4.0,,,5.0,9.0,6.0,,2.0,,,27.0
11500,2021,Baix Ebre,Deltebre,,41.0,,,37.0,11.0,23.0,2.0,16.0,,,130.0
11501,2021,Baix Ebre,Paüls,1.0,,,,1.0,,,,3.0,,,5.0
11502,2021,Baix Ebre,"Perelló, El",4.0,7.0,,,5.0,3.0,12.0,,10.0,,,41.0
11503,2021,Baix Ebre,Roquetes,2.0,9.0,,,16.0,8.0,8.0,,17.0,,,60.0
11504,2021,Baix Ebre,Tivenys,1.0,1.0,,,2.0,2.0,2.0,,2.0,,,10.0
