,Year,Subregion,Cuty,TOTAL,traffic accidents,Alerts,Other alerts,Assist_ Techn_ urg_,Assist_Tecn_ not urg_,Explosion/Collapse,Building fires,Home fires,Industrial fires,Various fires,Information  M_P,Information incidents,Smells,Animal rescue,Goods rescue,People rescue,Use of air means,Simulacrum,Veget_ agricul_ land,Veget_ forest_land,Veget_ urban_land
846,2007.0,Urgell,Castellserà,8,1,,,3,,,,1,,1,,,,,,,,,1,,1
847,2007.0,Urgell,Ciutadilla,10,3,,,,,,,,,,,,,,,,,,3,4,
848,2007.0,Urgell,Fuliola,9,3,,,,2,,1.0,,,2,,,,,,,,,,,1
849,2007.0,Urgell,Guimerà,2,1,,,,,,,,,,,,,,,,,,1,,
850,2007.0,Urgell,Maldà,6,2,,,,,,,,,,,,,,,,,,4,,
851,2007.0,Urgell,Omells de na Gaia,2,,,,,,,,,,,,,,,,,,,1,1,
852,2007.0,Urgell,Ossó de Sió,4,1,,,,,,,,,1,,,,,,1,,,1,,
853,2007.0,Urgell,Preixana,2,,,,,,,,,,,,,,,,1,,,1,,
854,2007.0,Urgell,Puigverd d'Agramunt,2,1,,,1,,,,,,,,,,,,,,,,,
855,2007.0,Urgell,Sant Martí de Riucorb,11,1,,,1,1,,,,1.0,1,,,,1,,,,,3,2,
856,2007.0,Urgell,Tàrrega,498,93,1.0,,101,155,,,20,1.0,62,,,6.0,2,,27,,2.0,18,5,5
857,2007.0,Urgell,Tornabous,12,5,,,,1,,,,,2,,,,,1.0,,,,2,1,
858,2007.0,Urgell,Vallbona de les Monges,8,,,,,1,,,,,2,,,,,,,,,2,3,
859,2007.0,Urgell,Verdú,15,4,,,1,1,,,2,,4,,,,,,,,,3,,
860,2007.0,Urgell,Vilagrassa,39,23,,,1,2,,,,,4,,,,,,,,,5,3,1
861,2007.0,Val d'Aran,Arres,1,,,,,,,,1,,,,,,,,,,,,,
862,2007.0,Val d'Aran,Bausen,10,3,,,3,2,,,,,1,,,,,,,,,,1,
863,2007.0,Val d'Aran,Bòrdes,4,1,,,2,,,,,,,,,,1,,,,,,,
864,2007.0,Val d'Aran,Bossòst,58,4,,,34,5,,,3,,8,,,,,,3,,,1,,
865,2007.0,Val d'Aran,Canejan,5,,,,2,2,,,,,,,,,,,,,,,1,
866,2007.0,Val d'Aran,Les,54,5,,,38,4,,,,,3,,,,,,4,,,,,
867,2007.0,Val d'Aran,Naut Aran,210,9,,,156,3,,,2,,10,,,,2,1.0,25,1,,1,,
868,2007.0,Val d'Aran,Vielha e Mijaran,620,37,6.0,,439,46,1.0,1.0,17,,14,,1.0,4.0,7,1.0,33,7,,3,2,1
869,2007.0,Val d'Aran,Vilamòs,10,3,,,5,,,,,,1,,,,,,1,,,,,
870,2007.0,Vallès Occidental,Badia del Vallès,66,11,,,19,2,,,5,,12,,,,1,,7,,2.0,,1,6
871,2007.0,Vallès Occidental,Barberà del Vallès,209,31,,,71,3,,4.0,10,6.0,53,,,,8,,10,,5.0,1,3,4
872,2007.0,Vallès Occidental,Castellar del Vallès,446,23,,,111,168,,1.0,8,4.0,50,,,,22,1.0,12,23,11.0,1,7,4
873,2007.0,Vallès Occidental,Castellbisbal,176,36,2.0,,67,3,,1.0,5,7.0,28,1.0,,,12,1.0,8,,3.0,,1,1
874,2007.0,Vallès Occidental,Cerdanyola del Vallès,862,58,29.0,15.0,160,132,1.0,11.0,17,3.0,90,,,3.0,31,1.0,28,246,16.0,2,7,12
875,2007.0,Vallès Occidental,Gallifa,3,,,,,,,,,,1,,,,,,,,,,2,
876,2007.0,Vallès Occidental,Matadepera,290,15,,1.0,54,137,,1.0,8,,20,,,,15,2.0,22,,6.0,,3,6
877,2007.0,Vallès Occidental,Montcada i Reixac,323,44,,,119,7,,2.0,13,4.0,64,,,,11,,15,,11.0,1,11,21
878,2007.0,Vallès Occidental,Palau de Plegamans,107,8,,,30,5,,3.0,7,5.0,27,,,,4,,,,7.0,3,4,4
879,2007.0,Vallès Occidental,Polinyà,56,4,,,17,3,,1.0,2,3.0,10,,,,6,,3,,5.0,1,,1
880,2007.0,Vallès Occidental,Rellinars,10,1,,,4,1,,,,,,,,,,,3,,,,1,
881,2007.0,Vallès Occidental,Ripollet,161,14,,1.0,46,2,,2.0,14,3.0,51,2.0,,,1,1.0,9,,4.0,,2,9
882,2007.0,Vallès Occidental,Rubí,724,21,,1.0,216,180,1.0,9.0,37,18.0,123,1.0,,1.0,25,1.0,55,2,7.0,,3,23
883,2007.0,Vallès Occidental,Sabadell,1761,98,4.0,4.0,588,185,9.0,33.0,79,10.0,399,,,7.0,86,1.0,111,100,15.0,,10,22
884,2007.0,Vallès Occidental,Sant Cugat del Vallès,677,64,3.0,1.0,204,83,,7.0,34,1.0,134,,1.0,3.0,50,,54,,13.0,,6,19
885,2007.0,Vallès Occidental,Sant Llorenç Savall,93,9,,,25,33,,,1,,11,,,1.0,2,,8,,,,2,1
886,2007.0,Vallès Occidental,Sant Quirze del Vallès,137,18,,,42,3,,1.0,5,3.0,30,,,1.0,18,,9,,3.0,,1,3
887,2007.0,Vallès Occidental,Santa Perpètua de Mogoda,272,34,,,82,5,,2.0,19,2.0,56,,,1.0,21,1.0,4,,8.0,5,3,29
888,2007.0,Vallès Occidental,Sentmenat,51,9,,,18,1,,,2,2.0,7,,,1.0,1,,4,,,1,4,1
889,2007.0,Vallès Occidental,Terrassa,2139,93,1.0,2.0,602,344,3.0,24.0,109,17.0,558,,,11.0,89,2.0,156,2,14.0,4,33,75
890,2007.0,Vallès Occidental,Ullastrell,24,3,,,6,3,,,,2.0,6,,,,1,,,,1.0,,1,1
891,2007.0,Vallès Occidental,Vacarisses,96,21,,,19,7,,,4,2.0,6,,,,5,,4,25,,,,3
892,2007.0,Vallès Occidental,Viladecavalls,239,15,,1.0,40,125,,1.0,5,2.0,19,1.0,,,16,,6,,,1,3,4
893,2007.0,Vallès Oriental,Aiguafreda,26,12,,,8,,,,,,3,,,,,,1,,,,1,1
894,2007.0,Vallès Oriental,Ametlla del Vallès,58,13,,,20,,,1.0,5,1.0,8,,,,4,,2,,1.0,,2,1
895,2007.0,Vallès Oriental,Bigues i Riells,35,2,,,11,2,,1.0,2,,2,,,2.0,5,,2,,2.0,,4,
896,2007.0,Vallès Oriental,Caldes de Montbui,282,13,,,37,160,,,6,2.0,40,,,,1,,5,,1.0,3,3,11
897,2007.0,Vallès Oriental,Campins,3,1,,,1,,,,,,,,,,,,,,,,1,
898,2007.0,Vallès Oriental,Canovelles,74,9,1.0,,23,,,,4,,14,,,,9,,2,,1.0,,3,8
899,2007.0,Vallès Oriental,Cànoves i Samalús,29,2,,,5,15,,,2,,1,,,,,,2,,1.0,,,1
900,2007.0,Vallès Oriental,Cardedeu,84,16,,,25,,,2.0,4,,22,,,,3,,4,,1.0,,3,4
901,2007.0,Vallès Oriental,Castellcir,3,,,,1,1,,,,,,,,,,,1,,,,,
902,2007.0,Vallès Oriental,Castellterçol,34,10,,,11,5,,2.0,2,,2,,,1.0,,,,,1.0,,,
903,2007.0,Vallès Oriental,Figaró-Montmany,125,9,,,18,92,,1.0,,,2,,,,2,,1,,,,,
904,2007.0,Vallès Oriental,Fogars de Montclús,14,2,,,4,2,,,2,,,,,,,,3,,,1,,
905,2007.0,Vallès Oriental,Franqueses del Vallès,92,11,,,30,5,,,4,3.0,17,,,,4,,7,,3.0,1,,7
906,2007.0,Vallès Oriental,Garriga,124,24,,,33,35,,,4,3.0,9,,,,5,,7,,1.0,1,,2
907,2007.0,Vallès Oriental,Granera,9,,,,,8,,,,,,,,,,,,1,,,,
908,2007.0,Vallès Oriental,Granollers,697,61,,2.0,201,189,,7.0,37,7.0,81,,,2.0,28,,37,1,14.0,,6,24
909,2007.0,Vallès Oriental,Gualba,26,1,1.0,,9,2,,,3,1.0,,,,1.0,3,,3,,1.0,,1,
910,2007.0,Vallès Oriental,Llagosta,64,6,,1.0,17,1,,1.0,1,4.0,13,,,,3,1.0,4,,,1,1,10
911,2007.0,Vallès Oriental,Lliçà d'Amunt,68,7,,,23,1,,,5,1.0,13,,,,9,,2,,,,5,2
912,2007.0,Vallès Oriental,Lliçà de Vall,68,7,,,18,1,,,2,2.0,16,,,,2,,2,,9.0,2,1,6
913,2007.0,Vallès Oriental,Llinars del Vallès,117,23,,,33,12,,,8,1.0,23,,,1.0,4,1.0,6,,,,2,3
914,2007.0,Vallès Oriental,Martorelles,37,3,,,13,2,,,3,,8,,,,1,1.0,3,,1.0,,,2
915,2007.0,Vallès Oriental,Mollet del Vallès,713,58,3.0,2.0,196,166,,11.0,14,2.0,124,,,1.0,39,,41,5,19.0,2,7,23
916,2007.0,Vallès Oriental,Montmeló,71,6,1.0,,24,10,,1.0,3,2.0,4,,,1.0,,,,11,5.0,,,3
917,2007.0,Vallès Oriental,Montornès del Vallès,74,5,,,19,2,,,4,1.0,20,,,,1,,7,,6.0,,4,5
918,2007.0,Vallès Oriental,Montseny,15,,,,5,4,,,1,,,,,,,,3,2,,,,
919,2007.0,Vallès Oriental,Parets del Vallès,145,29,,,50,1,,1.0,7,5.0,28,,,,5,,2,,2.0,,5,10
920,2007.0,Vallès Oriental,Roca del Vallès,216,26,,1.0,57,79,,,1,1.0,34,,,1.0,8,,1,,,,5,2
921,2007.0,Vallès Oriental,Sant Antoni de Vilamajor,235,8,,,38,151,,,6,1.0,12,,,,11,,5,,,,,3
922,2007.0,Vallès Oriental,Sant Celoni,506,41,1.0,,95,246,2.0,3.0,20,,52,1.0,1.0,2.0,6,1.0,8,1,16.0,,5,5
923,2007.0,Vallès Oriental,Sant Esteve de Palautordera,43,4,,,13,5,,,7,,5,,,,2,1.0,2,,,,4,
924,2007.0,Vallès Oriental,Sant Feliu de Codines,118,8,,,17,71,,,2,1.0,10,,,1.0,,,1,,2.0,,3,2
925,2007.0,Vallès Oriental,Sant Fost de Campsentelles,72,9,,,29,1,,,,,19,,,,8,,,,,,5,1
926,2007.0,Vallès Oriental,Sant Pere de Vilamajor,53,1,,,16,4,,1.0,2,,10,,,,8,,3,,1.0,1,2,4
927,2007.0,Vallès Oriental,Sant Quirze Safaja,12,4,2.0,,2,,,,1,,,,,,,,2,,,1,,
928,2007.0,Vallès Oriental,Santa Eulàlia de Ronçana,47,6,,,14,3,,,4,1.0,2,,,,6,,,,4.0,1,2,4
929,2007.0,Vallès Oriental,Santa Maria de Martorelles,5,,,,2,,,,,,,,,,2,,,,,,,1
930,2007.0,Vallès Oriental,Santa Maria de Palautordera,428,35,,,61,260,,1.0,11,2.0,23,,,,12,1.0,6,,3.0,2,2,9
931,2007.0,Vallès Oriental,Tagamanent,41,20,,,17,1,,,,,1,,,,,,2,,,,,
932,2007.0,Vallès Oriental,Vallgorguina,46,9,,,14,1,,,1,,9,,,,4,,4,,1.0,,2,1
933,2007.0,Vallès Oriental,Vallromanes,21,1,,,10,,,,4,,5,,,,,,,,1.0,,,
934,2007.0,Vallès Oriental,Vilalba Sasserra,13,4,,,4,1,,,2,,2,,,,,,,,,,,
935,2007.0,Vallès Oriental,Vilanova del Vallès,47,8,,1.0,10,,,1.0,2,,10,,,,3,,,,1.0,1,2,8
936,,,TOTAL 2007,"81,662","11,072",578.0,163.0,"16,785","21,890",114.0,643.0,"3,134",553.0,"11,834",22.0,614.0,547.0,"1,983",97.0,"3,868","1,151",803.0,"1,781","1,893","2,137"
937,2008.0,Fora de Catalunya,Fora de Catalunya,66,13,8.0,,,28,,,1,,4,,,,,,6,2,,,4,
938,2008.0,Alt Camp,Aiguamúrcia,36,3,,,3,21,,1.0,1,,4,,,,,,1,,,1,,1
939,2008.0,Alt Camp,Alcover,100,25,2.0,,16,23,,,1,1.0,8,,2.0,,1,,5,1,,8,5,2
940,2008.0,Alt Camp,Alió,17,7,,,3,1,,,,,2,,,,,,,,,3,,1
941,2008.0,Alt Camp,Bràfim,14,1,,,,2,,,1,,2,,,,,,,,,7,1,
942,2008.0,Alt Camp,Cabra del Camp,20,2,,,7,2,,,1,,3,1.0,,,,,,,,3,1,
943,2008.0,Alt Camp,Figuerola del Camp,3,1,,,,,,,1,,,,,,,,,,,1,,
944,2008.0,Alt Camp,Garidells,8,2,,,1,1,,,1,1.0,1,,,,1,,,,,,,
945,2008.0,Alt Camp,Masó,5,2,,,1,1,,,,,1,,,,,,,,,,,
946,2008.0,Alt Camp,Milà,5,1,,,,,,,,,2,,,,,,,,,2,,
947,2008.0,Alt Camp,Montferri,3,,,,1,,,,,,,,,,,,,,,2,,
948,2008.0,Alt Camp,Mont-ral,13,,,,,11,,,,,,,,,,,1,,,1,,
949,2008.0,Alt Camp,Nulles,23,3,,,2,2,,,,,1,,,,1,,,,,10,2,2
950,2008.0,Alt Camp,Pla de Santa Maria,44,9,,,8,11,,,1,,7,,,,1,,1,,1.0,4,1,
951,2008.0,Alt Camp,Pont d'Armentera,19,1,,,1,13,,,1,,2,,,,,,,,,1,,
952,2008.0,Alt Camp,Puigpelat,10,2,,,,4,,,,,,,,,1,,,,,3,,
953,2008.0,Alt Camp,Querol,42,4,,,4,31,,,1,,,,,,,,,1,,1,,
954,2008.0,Alt Camp,Riba,25,4,,,1,15,,,1,1.0,,,,,,,2,,,,,1
955,2008.0,Alt Camp,Rodonyà,15,4,,,2,2,,1.0,2,,1,,,,,,,,,,3,
956,2008.0,Alt Camp,Rourell,4,,,,,,,,,,2,,,,,,,,,2,,
957,2008.0,Alt Camp,Vallmoll,18,6,,,,,,,1,,3,,,,1,,,,,5,1,1
958,2008.0,Alt Camp,Valls,351,43,4.0,,80,30,1.0,4.0,10,2.0,88,,1.0,4.0,9,,22,1,3.0,18,5,26
959,2008.0,Alt Camp,Vilabella,9,2,,,1,1,,,1,,1,,,,,,1,,,1,1,
960,2008.0,Alt Camp,Vila-rodona,70,9,,,6,37,,,3,1.0,6,,,,,,1,,1.0,3,3,
961,2008.0,Alt Empordà,Agullana,58,4,,,3,40,,,1,,4,,,1.0,1,,,,,,3,1
962,2008.0,Alt Empordà,Albanyà,15,,,,2,3,,,,,1,,,,,,8,,,1,,
963,2008.0,Alt Empordà,Armentera,8,1,,,1,2,,,2,,2,,,,,,,,,,,
964,2008.0,Alt Empordà,Avinyonet de Puigventós,22,3,,,1,5,,,2,,8,,,1.0,,,,,,1,1,
965,2008.0,Alt Empordà,Bàscara,59,17,,,3,30,,,,,3,,,,1,,,3,,,2,
966,2008.0,Alt Empordà,Biure,13,4,,,1,6,,,1,,,,,,,,,,,,1,
967,2008.0,Alt Empordà,Boadella d'Empordà,16,2,,,,11,,,,,1,,,,,,2,,,,,
968,2008.0,Alt Empordà,Borrassà,14,6,,,2,,,,,,4,,,,,,,,,1,,1
969,2008.0,Alt Empordà,Cabanelles,48,4,,,1,39,,,,,2,,,,1,,,,,,1,
970,2008.0,Alt Empordà,Cabanes,26,4,,,1,2,,,1,,10,,,,,,,,1.0,3,3,1
971,2008.0,Alt Empordà,Cadaqués,124,9,,,13,78,,1.0,3,,15,,,,4,,1,,,,,
972,2008.0,Alt Empordà,Cantallops,47,1,,,,44,,,,,2,,,,,,,,,,,
973,2008.0,Alt Empordà,Capmany,45,17,,,5,14,,,,,5,,,,2,,,,,,2,
974,2008.0,Alt Empordà,Castelló d'Empúries,194,30,,,15,37,,6.0,7,3.0,37,,,,7,,21,16,4.0,6,3,2
975,2008.0,Alt Empordà,Cistella,7,,,,,6,,,,,,,,,,,,,,,1,
976,2008.0,Alt Empordà,Colera,42,3,,,8,16,,1.0,,,7,,,,2,,2,,,,3,
977,2008.0,Alt Empordà,Darnius,18,5,,,2,4,,,1,,5,,,,,,,,,,1,
978,2008.0,Alt Empordà,Escala,255,18,,,50,101,,1.0,13,,32,,,2.0,8,2.0,17,,1.0,6,1,3
979,2008.0,Alt Empordà,Espolla,15,2,,,,9,,,2,,1,,,,,,,,1.0,,,
980,2008.0,Alt Empordà,Far d'Empordà,16,8,,,2,,,,,1.0,4,,,,,,,,,,1,
981,2008.0,Alt Empordà,Figueres,653,91,3.0,,120,202,1.0,5.0,30,,122,,,7.0,5,,29,5,15.0,5,3,10
982,2008.0,Alt Empordà,Fortià,21,3,,,1,4,,,1,1.0,8,,,,,,,,,3,,
983,2008.0,Alt Empordà,Garrigàs,22,7,,,6,3,,,,,3,,,,,1.0,,,,1,1,
984,2008.0,Alt Empordà,Garriguella,31,2,,,2,16,,1.0,,,5,,,1.0,,,,,,1,3,
985,2008.0,Alt Empordà,Jonquera,273,36,3.0,,42,142,,1.0,2,,21,12.0,,,2,,9,,,1,2,
986,2008.0,Alt Empordà,Lladó,9,2,,,,6,,,1,,,,,,,,,,,,,
987,2008.0,Alt Empordà,Llançà,237,16,,,47,125,,1.0,7,,23,,,3.0,3,,3,,4.0,,3,2
988,2008.0,Alt Empordà,Llers,32,7,,,6,6,,,2,,7,,,,,,1,,1.0,1,1,
989,2008.0,Alt Empordà,Maçanet de Cabrenys,27,8,,,2,14,,,,,,,,,,,2,1,,,,
990,2008.0,Alt Empordà,Masarac,9,1,,,1,5,,,,,1,,,,,,,,,,1,
991,2008.0,Alt Empordà,Mollet de Peralada,4,,,,,1,,,,,,,,,,,,,,,3,
992,2008.0,Alt Empordà,Navata,17,6,,,1,5,,,2,,2,,,,,,,,,1,,
993,2008.0,Alt Empordà,Ordis,5,1,,,,,,,,1.0,1,,,,,,1,,,,1,
994,2008.0,Alt Empordà,Palau de Santa Eulàlia,1,,,,,1,,,,,,,,,,,,,,,,
995,2008.0,Alt Empordà,Palau-saverdera,27,3,,,4,9,,,1,1.0,4,,,,1,,,,,3,1,
996,2008.0,Alt Empordà,Pau,16,6,,,,3,,,,,2,,,,,,,,,3,2,
997,2008.0,Alt Empordà,Pedret i Marzà,13,2,,,,3,,,,,2,,,,,,1,,,3,2,
998,2008.0,Alt Empordà,Peralada,34,9,,,1,4,,,3,1.0,5,,,,1,,2,,,7,1,
999,2008.0,Alt Empordà,Pont de Molins,31,17,,,2,2,,,2,,8,,,,,,,,,,,
1000,2008.0,Alt Empordà,Pontós,13,4,,,2,1,,,,1.0,3,,,,1,,,,,1,,
1001,2008.0,Alt Empordà,Port de la Selva,55,9,1.0,,3,23,,,3,,5,,,,1,,5,,,1,4,
1002,2008.0,Alt Empordà,Portbou,97,4,,,26,57,,,1,,2,,,,1,1.0,2,,1.0,,2,
1003,2008.0,Alt Empordà,Rabós,12,1,,,,7,,,,,,,,,,,,,,2,2,
1004,2008.0,Alt Empordà,Riumors,1,,,,,,,,,,,,,,,,,,,1,,
1005,2008.0,Alt Empordà,Roses,397,34,,1.0,53,164,1.0,6.0,12,1.0,53,,,2.0,14,,30,10,1.0,1,6,8
1006,2008.0,Alt Empordà,Sant Climent Sescebes,129,3,,,3,112,,,1,,7,,,,,,1,,,,2,
1007,2008.0,Alt Empordà,Sant Llorenç de la Muga,2,,,,1,,,,,,1,,,,,,,,,,,
1008,2008.0,Alt Empordà,Sant Miquel de Fluvià,9,3,,,1,2,,,,,1,,,,,,,,,2,,
1009,2008.0,Alt Empordà,Sant Mori,2,,,,1,1,,,,,,,,,,,,,,,,
1010,2008.0,Alt Empordà,Sant Pere Pescador,54,18,,,3,6,,,,,14,,,,1,,3,,1.0,4,2,2
1011,2008.0,Alt Empordà,Santa Llogaia d'Àlguema,3,,,,,1,,,,1.0,1,,,,,,,,,,,
1012,2008.0,Alt Empordà,"Saus, Camallera i Llampaies",10,1,,,1,3,,,,,3,,,,,,1,,,,1,
1013,2008.0,Alt Empordà,Selva de Mar,2,,,,,1,,,,,,,,,1,,,,,,,
1014,2008.0,Alt Empordà,Siurana,5,,,,1,1,,,,,,,,,,,1,,,2,,
1015,2008.0,Alt Empordà,Terrades,16,,,,2,10,,,,,2,,,,,,,,,,2,
1016,2008.0,Alt Empordà,Torroella de Fluvià,9,1,,,,5,,,,,1,,,,,,,,,1,1,
1017,2008.0,Alt Empordà,Vajol,5,1,,,2,2,,,,,,,,,,,,,,,,
1018,2008.0,Alt Empordà,Ventalló,27,11,,,,4,,,,,5,,,,,,1,,,2,4,
1019,2008.0,Alt Empordà,Vilabertran,12,4,,,1,1,,,1,,,,,,,,,,,4,1,
1020,2008.0,Alt Empordà,Viladamat,21,6,,,1,1,,,1,,6,,,,,,,,,,5,1
1021,2008.0,Alt Empordà,Vilafant,36,10,,,4,6,,,2,,11,,,1.0,,1.0,,,,,1,
1022,2008.0,Alt Empordà,Vilajuïga,104,9,,,1,82,,,,,4,,,,,1.0,1,,,4,2,
1023,2008.0,Alt Empordà,Vilamacolum,5,2,,,,,,,,,,,,,,,2,,,,,1
1024,2008.0,Alt Empordà,Vilamalla,26,12,,,2,6,,,,1.0,3,,,,,1.0,1,,,,,
1025,2008.0,Alt Empordà,Vilamaniscle,2,,,,,1,,,,,,,,,,,,,,,1,
1026,2008.0,Alt Empordà,Vilanant,7,1,,,3,,,,,1.0,,,,,,,1,,,,1,
1027,2008.0,Alt Empordà,Vila-sacra,16,3,,,4,3,,,,,4,,,,,,,,,2,,
1028,2008.0,Alt Empordà,Vilaür,2,,,,,1,,,1,,,,,,,,,,,,,
1029,2008.0,Alt Penedès,Avinyonet del Penedès,14,4,,,,1,,,,,3,,,,1,,2,,,,3,
1030,2008.0,Alt Penedès,Cabanyes,5,,,,,1,,,1,,1,,,,,,,,,,,2
1031,2008.0,Alt Penedès,Castellet i la Gornal,47,8,,,6,5,,1.0,1,1.0,10,,,,,1.0,5,,,,4,5
1032,2008.0,Alt Penedès,Castellví de la Marca,13,4,,,1,1,,,,,1,,,,,,1,,,2,3,
1033,2008.0,Alt Penedès,Font-rubí,11,3,,,2,1,,,,,1,,,,1,,2,,,1,,
1034,2008.0,Alt Penedès,Gelida,225,23,,,43,106,,1.0,5,,17,,,1.0,4,,9,,1.0,2,6,7
1035,2008.0,Alt Penedès,Granada,23,8,,,3,3,,,1,,5,,,,,,1,,,,2,
1036,2008.0,Alt Penedès,Mediona,39,8,,,9,9,,,,,3,,,,5,,,,,4,1,
1037,2008.0,Alt Penedès,Olèrdola,114,11,,,16,52,1.0,,,2.0,12,,,1.0,2,,1,8,3.0,2,1,2
1038,2008.0,Alt Penedès,Olesa de Bonesvalls,41,5,,,4,18,,,1,,5,,,,,,5,,1.0,,1,1
1039,2008.0,Alt Penedès,Pacs del Penedès,12,3,,,3,1,,2.0,,,1,,,1.0,,,,,,,1,
1040,2008.0,Alt Penedès,Pla del Penedès,9,3,,,2,,,,,,1,,,,1,,1,,,1,,
1041,2008.0,Alt Penedès,Pontons,5,1,,,1,1,,,,,1,,,,,,1,,,,,
1042,2008.0,Alt Penedès,Puigdàlber,4,1,,,,,,,2,1.0,,,,,,,,,,,,
1043,2008.0,Alt Penedès,Sant Cugat Sesgarrigues,8,1,,,,1,,,,,3,,,,,,,,2.0,,,1
1044,2008.0,Alt Penedès,Sant Llorenç d'Hortons,18,2,,,6,3,,,,,4,,,,,,,,,2,1,
1045,2008.0,Alt Penedès,Sant Martí Sarroca,21,5,,,5,1,,1.0,2,,1,,,,,,4,,,,,2
1046,2008.0,Alt Penedès,Sant Pere de Riudebitlles,14,3,,,2,2,,,,,1,,,,1,,1,,,1,2,1
1047,2008.0,Alt Penedès,Sant Quintí de Mediona,10,1,,,1,,,,3,1.0,2,,,,,,2,,,,,
1048,2008.0,Alt Penedès,Sant Sadurní d'Anoia,99,15,,,11,4,,,7,2.0,44,,,2.0,,,3,,1.0,,4,6
1049,2008.0,Alt Penedès,Santa Fe del Penedès,5,,,,,,,,,,4,,,,,,,,,1,,
1050,2008.0,Alt Penedès,Santa Margarida i els Monjos,66,7,,,12,,,1.0,2,5.0,15,,,1.0,1,1.0,5,,1.0,3,3,9
1051,2008.0,Alt Penedès,Subirats,122,15,,,7,87,,,2,1.0,4,,,,1,,2,,,2,1,
1052,2008.0,Alt Penedès,Torrelavit,9,5,,,,,,,1,,3,,,,,,,,,,,
1053,2008.0,Alt Penedès,Torrelles de Foix,34,1,,,3,11,,,2,,5,,,,3,,5,,2.0,1,1,
1054,2008.0,Alt Penedès,Vilafranca del Penedès,826,33,1.0,,136,434,,3.0,15,3.0,111,,1.0,7.0,7,1.0,36,2,11.0,6,7,12
1055,2008.0,Alt Penedès,Vilobí del Penedès,6,2,,,2,,,,1,,,,,,,,,,,,,1
1056,2008.0,Alt Urgell,Alàs i Cerc,12,1,,,1,2,,,3,,,,,,1,,1,,,1,2,
1057,2008.0,Alt Urgell,Arsèguel,4,2,,,,2,,,,,,,,,,,,,,,,
1058,2008.0,Alt Urgell,Bassella,20,5,,,3,9,,,,,,,,,,1.0,2,,,,,
1059,2008.0,Alt Urgell,Cabó,1,,,,,1,,,,,,,,,,,,,,,,
1060,2008.0,Alt Urgell,Cava,5,,,,,4,,,,,,,,,,,1,,,,,
1061,2008.0,Alt Urgell,Coll de Nargó,99,9,,,10,67,,,2,1.0,1,,,,1,,6,,,,2,
1062,2008.0,Alt Urgell,Estamariu,5,2,,,1,1,,,1,,,,,,,,,,,,,
1063,2008.0,Alt Urgell,Fígols i Alinyà,3,1,,,,1,,,,,,,,,,,1,,,,,
1064,2008.0,Alt Urgell,Josa i Tuixén,14,,,,1,10,,,1,,,,,,,,2,,,,,
1065,2008.0,Alt Urgell,Montferrer i Castellbò,195,9,,2.0,35,130,,,2,,5,,,1.0,2,,2,1,,3,3,
1066,2008.0,Alt Urgell,Oliana,210,16,,,49,130,,,3,,4,,,,2,,4,,,2,,
1067,2008.0,Alt Urgell,Organyà,112,16,1.0,,16,61,,,2,,5,,,,,,6,,,4,1,
1068,2008.0,Alt Urgell,Peramola,41,4,,,10,16,,,1,,2,,,,,,5,,2.0,,1,
1069,2008.0,Alt Urgell,Pont de Bar,18,8,,,1,1,,1.0,,,1,,,,4,,1,,,,1,
1070,2008.0,Alt Urgell,Ribera d'Urgellet,32,12,,,5,6,,,1,,4,,,,1,,1,,,2,,
1071,2008.0,Alt Urgell,Seu d'Urgell,549,21,1.0,3.0,88,324,,1.0,10,1.0,30,,,5.0,7,,14,38,2.0,2,2,
1072,2008.0,Alt Urgell,Valls d'Aguilar,2,,,,1,,,,,,,,,,,1.0,,,,,,
1073,2008.0,Alt Urgell,Valls de Valira,25,8,,,6,3,,,,,2,,,,,1.0,4,,,1,,
1074,2008.0,Alt Urgell,Vansa i Fórnols,9,,,,3,2,,,,,,,,,,,4,,,,,
1075,2008.0,Alta Ribagorça,Pont de Suert,136,25,1.0,,30,48,,,2,,7,,,1.0,1,,10,,1.0,2,5,3
1076,2008.0,Alta Ribagorça,Vall de Boí,32,1,,,8,3,,,1,,1,,,,2,,13,1,,,2,
1077,2008.0,Alta Ribagorça,Vilaller,22,10,,,1,5,,,1,,1,,,,,,2,,,2,,
1078,2008.0,Anoia,Argençola,4,2,,,,1,,,,,,,,,,,,,,,1,
1079,2008.0,Anoia,Bellprat,2,,,,1,1,,,,,,,,,,,,,,,,
1080,2008.0,Anoia,Bruc,80,19,,,7,20,,,2,,11,,,,2,,15,1,2.0,,1,
1081,2008.0,Anoia,Cabrera d'Anoia,21,4,,,8,1,1.0,,1,,2,,,,,,2,,,1,,1
1082,2008.0,Anoia,Calaf,142,8,,,20,68,,1.0,4,2.0,29,,,1.0,3,,2,1,1.0,,2,
1083,2008.0,Anoia,Calonge de Segarra,12,8,,1.0,1,,,,,,1,,,,,,,,,,1,
1084,2008.0,Anoia,Capellades,172,9,1.0,,34,101,,1.0,4,2.0,12,,,1.0,1,,4,,,1,1,
1085,2008.0,Anoia,Carme,7,3,,,,2,,,,,1,,,,,1.0,,,,,,
1086,2008.0,Anoia,Castellfollit de Riubregós,8,4,,,,2,,,,,,,,,,,,,2.0,,,
1087,2008.0,Anoia,Castellolí,18,11,,,1,1,1.0,,,1.0,2,,,,,,,1,,,,
