,Year,Subregion,Cuty,TOTAL,traffic accidents,Alerts,Other alerts,Assist_ Techn_ urg_,Assist_Tecn_ not urg_,Explosion/Collapse,Building fires,Home fires,Industrial fires,Various fires,Information  M_P,Information incidents,Smells,Animal rescue,Goods rescue,People rescue,Use of air means,Simulacrum,Veget_ agricul_ land,Veget_ forest_land,Veget_ urban_land
1583,2008.0,Pla d'Urgell,Fondarella,21,9,,,3,,1.0,,1,,3,,,,3,,,,,1,,
1584,2008.0,Pla d'Urgell,Golmés,51,22,,,5,1,,,,,7,,,,3,,,,,11,1,1
1585,2008.0,Pla d'Urgell,Ivars d'Urgell,20,6,,,3,2,,,,1.0,2,,,,2,,1,,,2,1,
1586,2008.0,Pla d'Urgell,Linyola,23,9,,,4,,,1.0,,1.0,3,,,,1,,2,,,1,1,
1587,2008.0,Pla d'Urgell,Miralcamp,15,4,,,1,,,,1,1.0,3,,,2.0,,,1,,,2,,
1588,2008.0,Pla d'Urgell,Mollerussa,311,38,2.0,1.0,60,99,,1.0,15,,48,,,2.0,17,1.0,5,1,1.0,8,1,11
1589,2008.0,Pla d'Urgell,Palau d'Anglesola,23,5,,,4,1,,,1,,8,,,,2,1.0,,,,,,1
1590,2008.0,Pla d'Urgell,Poal,3,2,,,,,,,,,1,,,,,,,,,,,
1591,2008.0,Pla d'Urgell,Sidamon,18,10,,,2,1,,,,,1,,,1.0,2,,,,,1,,
1592,2008.0,Pla d'Urgell,Torregrossa,32,14,,,3,1,,,1,3.0,6,,,,,,,,,4,,
1593,2008.0,Pla d'Urgell,Vilanova de Bellpuig,8,5,,,,,,,,,,,,,2,,,,,,,1
1594,2008.0,Pla d'Urgell,Vila-sana,13,6,,,1,,,,,,3,,,,2,,,,,,,1
1595,2008.0,Priorat,Bellmunt del Priorat,4,,,,1,3,,,,,,,,,,,,,,,,
1596,2008.0,Priorat,Bisbal de Falset,1,,,,1,,,,,,,,,,,,,,,,,
1597,2008.0,Priorat,Cabacés,4,,,,,2,,,,,1,,,,,,,,,1,,
1598,2008.0,Priorat,Capçanes,14,1,,,1,9,,,,,1,,,,1,,,,,,1,
1599,2008.0,Priorat,Cornudella de Montsant,76,7,,,10,43,,,4,,1,,,,2,,3,,1.0,2,2,1
1600,2008.0,Priorat,Falset,177,22,1.0,,51,77,,1.0,3,,9,,,,2,,,,2.0,5,1,3
1601,2008.0,Priorat,Gratallops,16,4,,,5,2,,,,,2,,,,,,1,,,,1,1
1602,2008.0,Priorat,Guiamets,10,3,,,1,3,,,,,1,,,,,,,,,2,,
1603,2008.0,Priorat,Lloar,5,,,,,3,,,,,,,,,,,1,,,,,1
1604,2008.0,Priorat,Marçà,22,2,,,7,5,,,1,,3,,,,,,,,,3,1,
1605,2008.0,Priorat,Margalef,5,,,,,3,,,,,,,,,,,1,,,,1,
1606,2008.0,Priorat,Masroig,6,1,,,,3,,,1,,1,,,,,,,,,,,
1607,2008.0,Priorat,Molar,1,,,,,,,,,,,,,,,,,,,1,,
1608,2008.0,Priorat,Morera de Montsant,4,1,,,1,1,,,,,,,,,,,1,,,,,
1609,2008.0,Priorat,Poboleda,3,,,,1,2,,,,,,,,,,,,,,,,
1610,2008.0,Priorat,Porrera,5,,,,1,1,,,,,,,,,,,1,,,,2,
1611,2008.0,Priorat,Pradell de la Teixeta,26,17,1.0,,4,2,,,,,1,,,,,,,,,,1,
1612,2008.0,Priorat,Torre de Fontaubella,7,,,,,7,,,,,,,,,,,,,,,,
1613,2008.0,Priorat,Torroja del Priorat,2,,,,1,1,,,,,,,,,,,,,,,,
1614,2008.0,Priorat,Ulldemolins,20,1,,,1,9,,,,,1,,,,,,5,,,3,,
1615,2008.0,Priorat,Vilella Alta,3,1,,,,1,,,,,,,,,,,,,,,1,
1616,2008.0,Priorat,Vilella Baixa,2,2,,,,,,,,,,,,,,,,,,,,
1617,2008.0,Ribera d'Ebre,Ascó,91,10,,1.0,10,55,,,,,,,4.0,,1,,2,,3.0,2,3,
1618,2008.0,Ribera d'Ebre,Benissanet,9,1,,,1,1,,,2,,3,,,1.0,,,,,,,,
1619,2008.0,Ribera d'Ebre,Flix,88,9,4.0,,13,32,,,2,,6,,11.0,,,,,1,2.0,6,2,
1620,2008.0,Ribera d'Ebre,Garcia,24,6,,,2,3,,,2,1.0,2,,,,1,,3,,,2,1,1
1621,2008.0,Ribera d'Ebre,Ginestar,6,2,1.0,,1,,,,,,1,,,,,,,,,1,,
1622,2008.0,Ribera d'Ebre,Miravet,15,,,,4,2,,,2,,2,,,,,,1,,,2,,2
1623,2008.0,Ribera d'Ebre,Móra d'Ebre,175,6,3.0,,27,89,,,7,1.0,12,1.0,,,2,,6,12,1.0,1,2,5
1624,2008.0,Ribera d'Ebre,Móra la Nova,45,7,,,7,7,,,2,,12,,,3.0,1,,1,,,4,,1
1625,2008.0,Ribera d'Ebre,Palma d'Ebre,4,,,,,3,,,,,,,,,,,,,,1,,
1626,2008.0,Ribera d'Ebre,Rasquera,31,4,,,,21,,,,,1,,,,1,,1,,1.0,,2,
1627,2008.0,Ribera d'Ebre,Riba-roja d'Ebre,30,1,1.0,,3,19,,,,,2,,,,,,,,,3,1,
1628,2008.0,Ribera d'Ebre,Tivissa,130,13,1.0,1.0,7,86,,,1,,6,,1.0,,1,,4,1,,6,2,
1629,2008.0,Ribera d'Ebre,Torre de l'Espanyol,8,,,,1,2,,,1,,1,,,,,,1,,,1,1,
1630,2008.0,Ribera d'Ebre,Vinebre,8,1,,,2,2,,,1,,,,,,,,,,,2,,
1631,2008.0,Ripollès,Campdevànol,57,5,,,4,37,,,5,1.0,3,,,,,,2,,,,,
1632,2008.0,Ripollès,Campelles,5,2,,,2,1,,,,,,,,,,,,,,,,
1633,2008.0,Ripollès,Camprodon,91,2,,,31,37,,,6,,10,,,,,1.0,3,,1.0,,,
1634,2008.0,Ripollès,Gombrèn,12,,,,1,6,,,,,,,,,1,1.0,3,,,,,
1635,2008.0,Ripollès,Llanars,11,,,,3,,,,3,,1,,,,1,,2,,,,1,
1636,2008.0,Ripollès,Llosses,16,4,,,2,8,,,,,,,,,,,2,,,,,
1637,2008.0,Ripollès,Molló,11,,,,3,3,,,2,,,,,,,,2,,,,1,
1638,2008.0,Ripollès,Ogassa,14,1,,,3,7,,,,,,,,,,,3,,,,,
1639,2008.0,Ripollès,Pardines,1,,,,,,,,,,,,,,,,1,,,,,
1640,2008.0,Ripollès,Planoles,7,1,1.0,,3,1,,,,,,,,,,,1,,,,,
1641,2008.0,Ripollès,Queralbs,61,,,,1,23,,,,,,,,,2,,32,2,,,1,
1642,2008.0,Ripollès,Ribes de Freser,122,9,,1.0,32,62,,,2,,7,,,2.0,1,,4,,,,2,
1643,2008.0,Ripollès,Ripoll,329,41,2.0,1.0,44,201,,1.0,6,1.0,10,,,1.0,5,,10,3,1.0,,2,
1644,2008.0,Ripollès,Sant Joan de les Abadesses,27,8,,,4,6,,,3,1.0,2,,,1.0,,,2,,,,,
1645,2008.0,Ripollès,Sant Pau de Segúries,9,1,,,1,1,,,2,,1,,,,,,3,,,,,
1646,2008.0,Ripollès,Setcases,56,1,,,6,38,,,1,,,,,,,,10,,,,,
1647,2008.0,Ripollès,Toses,23,8,1.0,,7,2,,,1,,1,,,,1,,2,,,,,
1648,2008.0,Ripollès,Vallfogona de Ripollès,15,1,,,10,2,,,,,,,,,,,2,,,,,
1649,2008.0,Ripollès,Vilallonga de Ter,9,,,,3,3,,,,,,,,,,,2,,,,1,
1650,2008.0,Segarra,Biosca,9,1,,,2,2,,,,,2,,,,,,,,,1,1,
1651,2008.0,Segarra,Cervera,442,49,,,69,233,,2.0,9,2.0,19,1.0,,1.0,2,,18,,5.0,15,9,8
1652,2008.0,Segarra,Estaràs,7,2,,,1,1,,,,,1,,,,,,,,,1,1,
1653,2008.0,Segarra,Granyanella,19,9,,,1,,,,,1.0,3,,,,2,,1,,,1,1,
1654,2008.0,Segarra,Guissona,141,23,,,34,60,,,2,1.0,7,,,2.0,3,,7,,1.0,,,1
1655,2008.0,Segarra,Ivorra,3,2,,,,1,,,,,,,,,,,,,,,,
1656,2008.0,Segarra,Massoteres,5,1,,,,3,,1.0,,,,,,,,,,,,,,
1657,2008.0,Segarra,Montoliu de Segarra,1,,,,,,,,,,1,,,,,,,,,,,
1658,2008.0,Segarra,Montornès de Segarra,3,,,,,,,,,1.0,,,,,,,,,,,2,
1659,2008.0,Segarra,Oluges,8,2,,,2,3,,,,,,,,,,,,,,1,,
1660,2008.0,Segarra,Plans de Sió,18,8,,,1,5,,,1,,1,,,,2,,,,,,,
1661,2008.0,Segarra,Ribera d'Ondara,19,2,,,2,3,1.0,,1,,5,,,,,,,,,5,,
1662,2008.0,Segarra,Sanaüja,6,3,,,,3,,,,,,,,,,,,,,,,
1663,2008.0,Segarra,Sant Guim de Freixenet,12,3,,,5,3,,,,,1,,,,,,,,,,,
1664,2008.0,Segarra,Sant Guim de la Plana,6,2,,,1,3,,,,,,,,,,,,,,,,
1665,2008.0,Segarra,Sant Ramon,8,5,,,,,,,1,,1,,,,,,,,,,1,
1666,2008.0,Segarra,Talavera,6,,,,1,2,,,,,2,,,,,,,,,,1,
1667,2008.0,Segarra,Tarroja de Segarra,8,5,,,,,,,,,2,,,,,,,,,,1,
1668,2008.0,Segarra,Torà,149,6,,,22,112,,,,,2,,,,3,,3,,,,1,
1669,2008.0,Segarra,Torrefeta i Florejacs,22,13,,,3,1,,,,1.0,1,,,,,,,,,3,,
1670,2008.0,Segrià,Aitona,26,6,,,1,2,,,1,,5,,,,,,2,,,7,2,
1671,2008.0,Segrià,Alamús,10,1,,,2,,,,,,2,,,2.0,,,,,,2,1,
1672,2008.0,Segrià,Albatàrrec,11,5,,,2,,,,,,1,,,,3,,,,,,,
1673,2008.0,Segrià,Alcanó,2,1,,,,,,,,,1,,,,,,,,,,,
1674,2008.0,Segrià,Alcarràs,78,24,,,4,11,,1.0,5,2.0,14,,,1.0,,,,,,9,6,1
1675,2008.0,Segrià,Alcoletge,22,6,,,2,,,,3,,3,,,,2,,1,,,1,3,1
1676,2008.0,Segrià,Alfarràs,46,9,,,9,6,,,4,,9,,,,1,,2,,,1,5,
1677,2008.0,Segrià,Alfés,10,5,,,1,1,,,1,,,,,,,,,,,2,,
1678,2008.0,Segrià,Alguaire,38,16,,,4,3,,,1,,4,,,1.0,1,,,,,6,2,
1679,2008.0,Segrià,Almacelles,198,21,1.0,1.0,37,91,,1.0,6,2.0,22,,,,3,1.0,2,,,5,1,4
1680,2008.0,Segrià,Almatret,18,2,,,2,13,,,,,,,,,,,,,,,1,
1681,2008.0,Segrià,Almenar,125,7,,,9,87,,,,,7,,,1.0,1,,1,,1.0,7,4,
1682,2008.0,Segrià,Alpicat,47,9,,,6,1,,,3,,4,,,,14,,2,,,5,2,1
1683,2008.0,Segrià,Artesa de Lleida,18,2,,1.0,1,,,,1,,4,,,,1,,,,1.0,5,2,
1684,2008.0,Segrià,Aspa,7,1,,,,6,,,,,,,,,,,,,,,,
1685,2008.0,Segrià,Benavent de Segrià,5,,,,1,,,,1,,1,,,,2,,,,,,,
1686,2008.0,Segrià,Corbins,29,9,,,,3,,,1,,1,,,,1,,1,,1.0,6,6,
1687,2008.0,Segrià,Gimenells i el Pla de la Font,15,1,,,1,8,,,2,1.0,,,,,,,,,1.0,1,,
1688,2008.0,Segrià,Granja d'Escarp,12,,,,1,,,,,,3,,,,,,,,,7,,1
1689,2008.0,Segrià,Llardecans,5,3,,,1,,,,,,,,,,,,1,,,,,
1690,2008.0,Segrià,Lleida,1767,258,6.0,2.0,407,298,3.0,19.0,84,9.0,299,,,24.0,112,3.0,121,35,6.0,34,18,29
1691,2008.0,Segrià,Maials,15,8,,,2,1,,,,,1,,,,,,,,,1,2,
1692,2008.0,Segrià,Massalcoreig,2,,,,,1,,,,,,,,,,,,,,1,,
1693,2008.0,Segrià,Montoliu de Lleida,4,,,,1,1,,,,,2,,,,,,,,,,,
1694,2008.0,Segrià,Portella,8,1,,,2,2,,,,,1,,,,,,1,,1.0,,,
1695,2008.0,Segrià,Puigverd de Lleida,11,2,,,2,,,,,,3,,,,1,,,,,2,,1
1696,2008.0,Segrià,Rosselló,35,16,,,3,1,,,2,1.0,5,,,,3,,1,,,,1,2
1697,2008.0,Segrià,Sarroca de Lleida,7,5,,,1,,,,,,1,,,,,,,,,,,
1698,2008.0,Segrià,Seròs,138,4,,,14,94,,,2,1.0,8,,,,2,,1,,,8,3,1
1699,2008.0,Segrià,Soses,28,8,,,,2,,,,,7,,,,,,2,,,8,1,
1700,2008.0,Segrià,Sudanell,5,,,,,1,,,1,,,,,,,,,,,2,1,
1701,2008.0,Segrià,Torrebesses,13,9,,,1,1,,,1,,1,,,,,,,,,,,
1702,2008.0,Segrià,Torrefarrera,40,13,,,4,,,,2,,5,,,,11,,2,,,3,,
1703,2008.0,Segrià,Torres de Segre,25,6,,,3,3,,,,,3,,,,,1.0,2,,1.0,4,2,
1704,2008.0,Segrià,Torre-serona,6,2,,,1,,,,,,1,,,,,,1,,,1,,
1705,2008.0,Segrià,Vilanova de la Barca,22,6,,,3,1,,,2,1.0,3,,,,1,,,,,3,2,
1706,2008.0,Segrià,Vilanova de Segrià,6,1,,,,2,,,,1.0,2,,,,,,,,,,,
1707,2008.0,Selva,Amer,124,4,,,13,88,,1.0,4,,9,,,,,,2,,2.0,1,,
1708,2008.0,Selva,Anglès,61,9,1.0,,4,23,,1.0,6,,8,,,,3,,2,,,,3,1
1709,2008.0,Selva,Arbúcies,179,19,1.0,,26,95,1.0,2.0,12,,10,,,1.0,1,,4,,3.0,,4,
1710,2008.0,Selva,Blanes,389,69,,1.0,91,96,,2.0,16,2.0,45,,,7.0,10,3.0,36,,7.0,2,1,1
1711,2008.0,Selva,Breda,28,5,,,4,12,,,2,1.0,1,,,,,,1,,1.0,1,,
1712,2008.0,Selva,Brunyola,20,5,,,4,7,,,1,,3,,,,,,,,,,,
1713,2008.0,Selva,Caldes de Malavella,133,29,,,8,65,,1.0,6,2.0,11,,,2.0,,,4,,2.0,,3,
1714,2008.0,Selva,Cellera de Ter,39,4,,,6,10,,,2,,11,,,,,,1,,1.0,2,2,
1715,2008.0,Selva,Fogars de Tordera,46,20,,,3,12,,,2,,6,,,,,,1,,1.0,,1,
1716,2008.0,Selva,Hostalric,176,24,,,14,108,,1.0,7,2.0,10,,,1.0,1,1.0,5,,2.0,,,
1717,2008.0,Selva,Lloret de Mar,556,66,,1.0,125,160,1.0,10.0,21,,74,,,7.0,14,2.0,61,1,5.0,1,5,2
1718,2008.0,Selva,Maçanet de la Selva,333,61,2.0,,49,146,,,9,,43,,1.0,1.0,4,,5,7,2.0,,3,
1719,2008.0,Selva,Massanes,51,9,1.0,,8,29,,,,,1,,,,,,1,,,,2,
1720,2008.0,Selva,Osor,14,2,,,2,7,,,2,,1,,,,,,,,,,,
1721,2008.0,Selva,Riells i Viabrea,48,4,,,10,24,,,3,,3,,,1.0,,,1,,1.0,,1,
1722,2008.0,Selva,Riudarenes,55,15,1.0,,7,17,,1.0,1,,9,,,1.0,2,,,,1.0,,,
1723,2008.0,Selva,Riudellots de la Selva,63,19,,,6,15,,1.0,1,4.0,10,,,1.0,,,2,,3.0,,1,
1724,2008.0,Selva,Sant Feliu de Buixalleu,100,16,1.0,,10,56,,,2,4.0,5,,,1.0,,,,,1.0,,4,
1725,2008.0,Selva,Sant Hilari Sacalm,66,15,,,20,14,,,5,,5,,,,1,1.0,3,,,,1,1
1726,2008.0,Selva,Sant Julià del Llor i Bonmatí,32,1,1.0,,4,17,,1.0,1,,4,,,,,,,,,1,2,
1727,2008.0,Selva,Santa Coloma de Farners,273,13,2.0,,41,146,,1.0,14,2.0,37,,,3.0,,,10,2,1.0,,1,
1728,2008.0,Selva,Sils,87,28,,,18,16,,,3,1.0,9,,,,3,,6,1,,1,1,
1729,2008.0,Selva,Susqueda,20,1,,,2,7,,,,,,,,,,,9,,,,1,
1730,2008.0,Selva,Tossa de Mar,224,20,,,37,125,,3.0,4,,9,,,1.0,2,1.0,16,,,,5,1
1731,2008.0,Selva,Vidreres,148,31,,,22,50,,,6,,21,,,1.0,3,1.0,4,,4.0,1,3,1
1732,2008.0,Selva,Vilobí d'Onyar,65,26,,,8,12,,,,,10,,,1.0,,,2,1,3.0,,2,
1733,2008.0,Solsonès,Castellar de la Ribera,14,4,,,,9,,,,,,,,,,,1,,,,,
1734,2008.0,Solsonès,Clariana de Cardener,18,4,,,,11,,,,,2,,,,,,,1,,,,
1735,2008.0,Solsonès,Coma i la Pedra,18,2,,,2,6,,,2,,1,,,,2,,3,,,,,
1736,2008.0,Solsonès,Guixers,11,2,,,2,3,,,,,,,,,,,3,,,,1,
1737,2008.0,Solsonès,Lladurs,49,2,,,1,45,,,1,,,,,,,,,,,,,
1738,2008.0,Solsonès,Llobera,15,3,,,,10,,,,,1,,,,1,,,,,,,
1739,2008.0,Solsonès,Molsosa,4,,,,1,3,,,,,,,,,,,,,,,,
1740,2008.0,Solsonès,Navès,55,2,,,4,48,,,,,,,,,,,1,,,,,
1741,2008.0,Solsonès,Odèn,6,1,,,,4,,,,,,,,,,,1,,,,,
1742,2008.0,Solsonès,Olius,41,10,,,6,20,,,,1.0,1,,,,,,2,,,,1,
1743,2008.0,Solsonès,Pinell de Solsonès,14,,,,,12,,,,,,,,,,,,,,1,1,
1744,2008.0,Solsonès,Pinós,36,3,1.0,,2,29,,,,,,,,,,,,,,,1,
1745,2008.0,Solsonès,Riner,15,4,,,1,10,,,,,,,,,,,,,,,,
1746,2008.0,Solsonès,Sant Llorenç de Morunys,18,4,,,4,4,,,2,,1,,,,,,3,,,,,
1747,2008.0,Solsonès,Solsona,300,18,2.0,,41,170,,,19,1.0,17,,,,4,,12,3,9.0,2,1,1
1748,2008.0,Tarragonès,Altafulla,30,5,,,10,,,,4,,3,,1.0,1.0,2,,,,1.0,1,,2
1749,2008.0,Tarragonès,Catllar,39,8,,,6,5,,,1,1.0,8,,,2.0,2,,1,,,1,4,
1750,2008.0,Tarragonès,Constantí,86,28,,,11,2,,1.0,3,2.0,15,,,2.0,1,,3,,1.0,8,2,7
1751,2008.0,Tarragonès,Creixell,26,6,,,7,,,,2,,10,,,,1,,,,,,,
1752,2008.0,Tarragonès,Morell,41,4,,,4,1,,,3,1.0,8,,9.0,2.0,2,,1,,1.0,3,,2
1753,2008.0,Tarragonès,Nou de Gaià,1,,,,,,,,,,,,,,,,,,,,,1
1754,2008.0,Tarragonès,Pallaresos,37,11,,,9,3,,,1,1.0,4,,,1.0,4,,,,,1,2,
1755,2008.0,Tarragonès,Perafort,16,4,1.0,,2,2,,,2,,3,,,,,,,,,1,,1
1756,2008.0,Tarragonès,Pobla de Mafumet,59,6,,,3,,1.0,,,,1,,42.0,,,,1,,1.0,2,,2
1757,2008.0,Tarragonès,Pobla de Montornès,27,9,,,3,1,1.0,,1,,4,,1.0,,3,,1,,,1,1,1
1758,2008.0,Tarragonès,Renau,9,2,,,,2,,,,,,,,,,,,,1.0,4,,
1759,2008.0,Tarragonès,Riera de Gaià,18,8,,,1,,,,2,,3,,,,,,,,,3,,1
1760,2008.0,Tarragonès,Roda de Barà,78,14,1.0,,14,1,,1.0,4,,18,,1.0,,7,,4,,1.0,3,5,4
1761,2008.0,Tarragonès,Salomó,6,,,,,3,,,1,,1,,,,,,,,1.0,,,
1762,2008.0,Tarragonès,Salou,385,28,6.0,,201,6,,3.0,24,,40,,1.0,6.0,17,,36,1,1.0,5,2,8
1763,2008.0,Tarragonès,Secuita,24,4,,,1,2,,,1,,6,,,,1,,1,,,7,1,
1764,2008.0,Tarragonès,Tarragona,2099,240,57.0,5.0,601,161,1.0,12.0,71,10.0,244,7.0,265.0,38.0,42,1.0,66,47,37.0,22,31,141
1765,2008.0,Tarragonès,Torredembarra,107,14,,,29,7,,,14,2.0,17,,,,3,1.0,11,,,2,2,5
1766,2008.0,Tarragonès,Vespella de Gaià,9,1,,,2,4,,,1,,,,,,1,,,,,,,
1767,2008.0,Tarragonès,Vilallonga del Camp,14,,,,1,,,,1,1.0,4,,,,,,,,,4,2,1
1768,2008.0,Tarragonès,Vila-seca,216,39,1.0,,47,5,,1.0,16,1.0,27,,29.0,2.0,9,1.0,9,,1.0,14,3,11
1769,2008.0,Terra Alta,Arnes,16,1,,,,12,,,,,,,,,,,2,,,,,1
1770,2008.0,Terra Alta,Batea,25,4,,,3,11,,,,,2,,,,,,1,,1.0,2,1,
1771,2008.0,Terra Alta,Bot,10,1,,,1,3,,,1,,1,,,,,,2,,,,1,
1772,2008.0,Terra Alta,Caseres,9,2,,,1,5,,,,,,,,,,,,,,1,,
1773,2008.0,Terra Alta,Corbera d'Ebre,10,1,,,,5,,,1,,,,,,,,,,,2,1,
1774,2008.0,Terra Alta,Fatarella,70,2,,,,62,,,,,2,,,,,,,,,,4,
1775,2008.0,Terra Alta,Gandesa,183,15,4.0,1.0,23,113,,,2,1.0,2,,,1.0,,,,2,3.0,11,4,1
1776,2008.0,Terra Alta,Horta de Sant Joan,68,2,,,2,45,,,3,1.0,2,,,,,,5,3,,4,,1
1777,2008.0,Terra Alta,Pinell de Brai,19,3,,,,10,,,1,,2,,,,1,,,,,1,1,
1778,2008.0,Terra Alta,Pobla de Massaluca,5,,,,1,1,,,,,1,,,,,,,,,2,,
1779,2008.0,Terra Alta,Prat de Comte,26,,,,,25,,,,,,,,,,,,,,,1,
1780,2008.0,Terra Alta,Vilalba dels Arcs,12,1,,,1,2,,,,,3,,,,,,1,,,,3,1
1781,2008.0,Urgell,Agramunt,144,17,,,28,76,,1.0,4,1.0,10,,,,,,2,,,4,,1
1782,2008.0,Urgell,Anglesola,22,9,,,1,1,,,,,6,,,,2,,1,,,,2,
1783,2008.0,Urgell,Belianes,3,,,,,1,,,,,,,,,,,1,,,1,,
1784,2008.0,Urgell,Bellpuig,53,17,,,7,3,,1.0,1,,9,,,,5,,1,,,6,3,
1785,2008.0,Urgell,Castellserà,3,,,,,,,,2,,,,,,,,,,,1,,
1786,2008.0,Urgell,Ciutadilla,10,6,,,2,,,,,,1,,,,,,,,,,1,
1787,2008.0,Urgell,Fuliola,8,5,,,,,,,,,1,,,,,,1,,,,1,
1788,2008.0,Urgell,Guimerà,5,1,,,,1,,,,,,,,,,,,,,2,1,
1789,2008.0,Urgell,Maldà,1,,,,,,,,,,,,,,,,,,,1,,
1790,2008.0,Urgell,Nalec,2,,,,,,,,,,1,,,,1,,,,,,,
1791,2008.0,Urgell,Omells de na Gaia,3,1,,,,1,,,,,1,,,,,,,,,,,
1792,2008.0,Urgell,Ossó de Sió,4,3,,,,,,,,,,,,,1,,,,,,,
1793,2008.0,Urgell,Preixana,5,1,,,,,,,,,1,,,,,,,,,2,1,
1794,2008.0,Urgell,Puigverd d'Agramunt,7,6,,,,,,,,,,,,,,,,,,1,,
1795,2008.0,Urgell,Sant Martí de Riucorb,19,2,,,4,,,,,,1,,,,6,,1,,,5,,
1796,2008.0,Urgell,Tàrrega,454,66,1.0,1.0,99,183,,,11,2.0,43,,,2.0,14,,13,,2.0,12,3,2
1797,2008.0,Urgell,Tornabous,3,1,,,,1,,,,,,,,,1,,,,,,,
1798,2008.0,Urgell,Vallbona de les Monges,8,1,,,,2,,,,,1,,,,,,1,,,,3,
1799,2008.0,Urgell,Verdú,16,2,,,1,,,,1,,3,,,,,,,,1.0,6,1,1
1800,2008.0,Urgell,Vilagrassa,28,14,,,3,2,,,,,6,,,,,,1,,,2,,
1801,2008.0,Val d'Aran,Arres,3,,,,2,1,,,,,,,,,,,,,,,,
1802,2008.0,Val d'Aran,Bausen,9,,,,4,3,,,,,,,,,,,,,,1,1,
1803,2008.0,Val d'Aran,Bòrdes,8,2,,,3,1,,,1,,,,,,,,,,,,1,
1804,2008.0,Val d'Aran,Bossòst,52,5,1.0,,31,3,,1.0,2,,1,,,,3,,1,,,1,3,
1805,2008.0,Val d'Aran,Canejan,8,2,,,3,,,,,,,,,,,,,,,,3,
1806,2008.0,Val d'Aran,Les,59,6,,,37,5,,,,,2,,,1.0,5,,1,,,,2,
1807,2008.0,Val d'Aran,Naut Aran,241,11,2.0,,169,14,,,4,,4,,,,1,2.0,31,1,,1,1,
1808,2008.0,Val d'Aran,Vielha e Mijaran,646,33,14.0,4.0,418,70,2.0,3.0,10,,20,,1.0,2.0,6,2.0,44,10,1.0,2,4,
1809,2008.0,Val d'Aran,Vilamòs,5,,,,5,,,,,,,,,,,,,,,,,
1810,2008.0,Vallès Occidental,Badia del Vallès,74,12,,,21,,,,8,,20,,,,,,5,,2.0,1,2,3
1811,2008.0,Vallès Occidental,Barberà del Vallès,220,20,,,44,7,,4.0,16,12.0,79,,,2.0,2,,13,,16.0,2,2,1
1812,2008.0,Vallès Occidental,Castellar del Vallès,388,17,,,101,141,,4.0,9,7.0,57,1.0,,2.0,13,1.0,12,5,6.0,,4,8
1813,2008.0,Vallès Occidental,Castellbisbal,157,50,,,24,21,,3.0,4,5.0,22,,,1.0,5,1.0,7,1,8.0,,1,4
1814,2008.0,Vallès Occidental,Cerdanyola del Vallès,844,82,13.0,7.0,117,213,,7.0,28,3.0,96,,,1.0,17,1.0,44,174,20.0,,7,14
1815,2008.0,Vallès Occidental,Gallifa,5,1,,,,2,,,,,,,,,1,,1,,,,,
1816,2008.0,Vallès Occidental,Matadepera,441,14,,1.0,90,241,,1.0,5,,22,,,,25,2.0,31,,1.0,,6,2
1817,2008.0,Vallès Occidental,Montcada i Reixac,248,31,,2.0,67,9,,7.0,14,8.0,70,,,,5,1.0,13,,2.0,1,11,7
1818,2008.0,Vallès Occidental,Palau de Plegamans,99,12,,,16,9,1.0,1.0,6,6.0,33,,,,1,,3,,9.0,1,1,
1819,2008.0,Vallès Occidental,Polinyà,65,8,,,7,2,,,3,18.0,8,,,,9,1.0,1,,3.0,1,1,3
1820,2008.0,Vallès Occidental,Rellinars,12,1,,,3,1,,,,,2,,,,2,,2,,,,1,
1821,2008.0,Vallès Occidental,Ripollet,123,21,,,29,1,,1.0,8,,31,,,1.0,4,,16,,7.0,,,4
1822,2008.0,Vallès Occidental,Rubí,689,29,,3.0,138,207,1.0,6.0,50,7.0,115,,,8.0,37,,56,1,10.0,,9,12
1823,2008.0,Vallès Occidental,Sabadell,1511,77,1.0,1.0,467,182,,19.0,89,13.0,353,,,4.0,67,2.0,134,44,23.0,,13,22
1824,2008.0,Vallès Occidental,Sant Cugat del Vallès,640,63,,,188,87,2.0,8.0,33,3.0,121,2.0,,2.0,53,1.0,43,,15.0,,8,11
1825,2008.0,Vallès Occidental,Sant Llorenç Savall,110,11,,,31,45,,,2,,9,,,,2,,8,,,1,1,
1826,2008.0,Vallès Occidental,Sant Quirze del Vallès,138,26,,,24,23,1.0,1.0,3,3.0,27,,,,12,,9,1,2.0,,4,2
1827,2008.0,Vallès Occidental,Santa Perpètua de Mogoda,194,33,,,50,5,,3.0,10,5.0,45,,,,8,1.0,9,1,10.0,,3,11
1828,2008.0,Vallès Occidental,Sentmenat,29,5,,,7,2,1.0,,4,1.0,6,,,,,,2,,,,,1
1829,2008.0,Vallès Occidental,Terrassa,1963,95,,,556,349,2.0,20.0,93,21.0,476,,,14.0,78,1.0,174,1,19.0,4,22,38
1830,2008.0,Vallès Occidental,Ullastrell,17,2,,,5,2,,,1,1.0,3,,,,,,,,1.0,,1,1
1831,2008.0,Vallès Occidental,Vacarisses,89,18,,,14,12,,,8,,11,,,,7,,3,12,1.0,,3,
1832,2008.0,Vallès Occidental,Viladecavalls,326,33,,,56,178,,2.0,3,,14,,,,9,1.0,11,,2.0,,6,11
1833,2008.0,Vallès Oriental,Aiguafreda,24,10,,,2,3,,1.0,,2.0,2,,,,,,2,,,,1,1
