year,subregion,fires,affected_wood_ha,affected_scrub_ha,affected_total_ha,affected_size,forest_wood_Ha,forest_scrub_Ha,forest_other_Ha,areas_without_vegetation_Ha,rainfed_crops_Ha,irrigated_crops_Ha,urban_Ha,annual_avg_temp,average_maximums,average_minimums,outright_maximum,outright_minimum,annual_rainfall_mm,relative_humidity_%,wind_avg_speed_ms,wind_dominant_direction,risk_forest_fire
2010-01-01,Gironès,18.0,1.4,0.6,2.0,0 <10 ha,33430.0,2100.0,85.0,1827.0,10480.0,4369.0,5309.0,15.36,21.51904761904762,8.633333333333335,38.07142857142858,-5.380952380952381,744.0,73.14761904761905,1.3,S,Very high
2010-01-01,Maresme,19.0,0.9,1.0,1.9,0 <10 ha,20466.0,2442.0,1654.0,2178.0,832.0,2765.0,9412.0,16.0,20.0,12.4,32.1,-1.3,766.0,67.5,2.3,W,High
2010-01-01,Montsià,10.0,0.4,5.1,5.5,0 <10 ha,9282.0,13237.0,2549.0,5786.0,21605.0,18282.0,3049.0,16.0,20.5,12.2,32.3,-0.9,561.0,68.5,3.6,NW,High
2010-01-01,Noguera,10.0,22.1,16.5,38.5,10 > 100 ha,59575.0,37193.0,345.0,5234.0,46035.0,26296.0,3662.0,14.0,20.7,7.6,38.8,-7.9,436.0,70.3,1.3,N,High
2010-01-01,Osona,1.0,1.4,0.0,1.4,0 <10 ha,74766.0,11563.0,4967.0,4645.0,23931.0,523.0,5955.0,12.0,18.8,6.2,36.8,-10.2,818.0,75.8,0.9,SW,High
2010-01-01,Pallars Jussà,5.0,0.0,4.7,4.8,0 <10 ha,55478.0,50913.0,4297.0,3288.0,15664.0,2807.0,1963.0,12.0,19.3,5.9,38.3,-8.1,617.0,66.6,1.0,S,Moderate
2010-01-01,Pallars Sobirà,5.0,0.0,0.8,0.8,0 <10 ha,63031.0,62120.0,6440.0,1663.0,1049.0,187.0,1401.0,11.0,19.5,4.7,37.6,-8.0,840.0,66.9,1.475,..,Low
2010-01-01,Pla d'Urgell,0.0,0.0,0.0,0.0,,33.0,216.0,761.0,1299.0,629.0,25741.0,1892.0,13.0,20.1,7.2,35.8,-7.2,395.0,71.8,2.9,SW,Moderate
2010-01-01,Pla de l'Estany,5.0,0.0,0.1,0.1,0 <10 ha,13893.0,1272.0,692.0,836.0,7267.0,1039.0,1321.0,15.0,20.2,9.6,38.0,-5.1,754.0,69.3,2.1,NW,High
2010-01-01,Priorat,12.0,0.4,3.9,4.3,0 <10 ha,19918.0,15730.0,0.0,1124.0,9851.0,1989.0,1057.0,14.0,19.7,9.3,37.1,-5.7,549.0,67.0,2.8,W,Very high
2010-01-01,Ribera d'Ebre,8.0,1.1,0.3,1.4,0 <10 ha,22293.0,23736.0,7411.0,8683.0,10953.0,7380.0,2144.0,16.0,22.5,9.4,39.9,-8.3,408.0,63.1,2.2,SE,Very high
2010-01-01,Ripollès,3.0,0.2,0.1,0.3,0 <10 ha,53534.0,4308.0,32736.0,2652.0,1141.0,6.0,1413.0,10.0,16.4,3.7,32.7,-13.2,996.0,78.5,1.4,SW,Low
2010-01-01,Segarra,3.0,0.0,2.1,2.1,0 <10 ha,9469.0,13441.0,1771.0,853.0,44396.0,238.0,2103.0,12.0,17.4,6.8,36.8,-11.2,517.0,69.4,2.8,W,Moderate
2010-01-01,Segrià,27.0,10.6,11.2,21.8,10 > 100 ha,9054.0,17072.0,489.0,7121.0,32626.0,66466.0,6892.0,13.0,20.0,7.4,36.6,-8.2,300.0,68.8,2.8,W,Moderate
2010-01-01,Selva,12.0,0.2,0.3,0.5,0 <10 ha,70039.0,6553.0,1726.0,3269.0,5060.0,4155.0,8840.0,14.0,20.6,7.7,39.6,-6.9,771.0,74.2,1.4,SE,Very high
2010-01-01,Solsonès,5.0,0.0,1.6,1.7,0 <10 ha,58327.0,18907.0,3587.0,1746.0,16523.0,29.0,1062.0,12.0,17.9,7.0,37.0,-7.5,690.0,69.0,1.9,SW,Very high
2010-01-01,Tarragonès,11.0,60.4,50.9,111.2,100 > 500 ha,4061.0,4579.0,0.0,2507.0,8339.0,3705.0,8550.0,16.0,21.2,11.6,39.9,-2.8,491.0,65.7,2.5,N,High
2010-01-01,Terra Alta,12.0,2.1,3.6,5.7,0 <10 ha,25874.0,17796.0,23.0,1001.0,27036.0,1083.0,1397.0,14.0,19.7,8.7,38.0,-4.7,551.0,60.3,2.7,W,Very high
2010-01-01,Urgell,17.0,1.0,8.1,9.1,0 <10 ha,3571.0,5182.0,87.0,1260.0,30266.0,15352.0,2212.0,13.0,19.1,8.6,37.9,-7.0,398.0,66.7,2.9,W,Moderate
2010-01-01,Aran,1.0,12.1,101.4,113.5,100 > 500 ha,21877.0,35232.0,4544.0,903.0,51.0,2.0,682.0,9.0,15.8,3.9,36.3,-12.3,916.0,72.6,1.6,S,Low
2010-01-01,Vallès Occidental,29.0,0.3,0.7,1.1,0 <10 ha,23337.0,7623.0,549.0,3080.0,3970.0,607.0,19134.0,14.0,19.6,8.6,36.8,-5.8,669.0,71.1,2.0,W,Moderate
2010-01-01,Vallès Oriental,30.0,0.8,0.5,1.3,0 <10 ha,46699.0,7325.0,3249.0,3750.0,6858.0,2533.0,14757.0,14.0,20.5,8.5,38.1,-6.3,785.0,71.2,1.9,N,Moderate
2011-01-01,Alt Camp,9.0,80.9,272.1,353.0,100 > 500 ha,14393.0,12211.0,10.0,1283.0,18469.0,4089.0,3315.0,15.0,20.6,10.5,33.4,-4.2,547.0,68.0,2.7,N,Moderate
2011-01-01,Alt Empordà,44.0,8.7,145.3,154.0,100 > 500 ha,55122.0,24919.0,2323.0,4685.0,25504.0,15095.0,8054.0,17.0,21.7,11.8,34.2,-4.5,736.0,66.0,2.8,NE,Very high
2011-01-01,Alt Penedès,8.0,0.0,3.3,3.3,0 <10 ha,13692.0,13089.0,1761.0,2264.0,22234.0,353.0,5926.0,15.0,21.1,10.3,34.9,-3.9,641.0,71.0,1.8,NE,High
2011-01-01,Alt Urgell,6.0,0.3,1.7,2.0,0 <10 ha,91940.0,36841.0,5767.0,2495.0,3504.0,2088.0,2065.0,12.0,19.4,6.2,36.5,-10.9,420.0,62.0,1.6,SW,Low
2011-01-01,Alta Ribagorça,0.0,0.0,0.0,0.0,,16331.0,22930.0,1519.0,830.0,590.0,180.0,410.0,11.0,19.6,3.7,35.7,-13.1,764.0,73.0,1.1,N,Low
2011-01-01,Anoia,31.0,2.1,3.2,5.3,0 <10 ha,29483.0,15271.0,4630.0,2387.0,28867.0,455.0,5658.0,15.0,21.3,10.9,35.9,-4.3,656.0,71.0,2.2,NW,Very high
2011-01-01,Bages,28.0,2.4,5.8,8.2,0 <10 ha,66044.0,24805.0,4504.0,4352.0,21859.0,760.0,7636.0,14.0,21.7,7.3,38.1,-10.6,851.0,75.0,1.1,S,Very high
2011-01-01,Baix Camp,16.0,0.0,8.6,8.6,0 <10 ha,19105.0,17310.0,3911.0,3738.0,6926.0,11613.0,7128.0,17.0,21.3,12.4,31.9,-3.4,526.0,68.0,1.0,NW,Very high
2011-01-01,Baix Ebre,39.0,8.4,8.6,17.0,10 > 100 ha,15166.0,24232.0,6048.0,4526.0,27447.0,16927.0,5595.0,16.0,21.3,12.5,33.0,-2.3,476.0,69.0,4.2,N,Low
2011-01-01,Baix Empordà,32.0,22.3,2.9,25.2,10 > 100 ha,29732.0,6488.0,3132.0,2953.0,11986.0,8861.0,7108.0,15.0,22.1,9.4,35.7,-6.5,808.0,77.0,1.7,S,High
2011-01-01,Baix Llobregat,30.0,0.2,4.4,4.5,0 <10 ha,11430.0,10484.0,1932.0,4288.0,1831.0,1714.0,16900.0,16.0,21.8,11.9,37.4,-2.2,821.0,71.0,1.8,W,Very high
2011-01-01,Baix Penedès,12.0,6.9,13.1,20.0,10 > 100 ha,7203.0,8104.0,3.0,1304.0,7643.0,453.0,4870.0,16.0,22.0,11.5,34.1,-5.0,644.0,70.0,2.3,N,Low
2011-01-01,Barcelonès,4.0,0.0,1.1,2.0,0 <10 ha,1232.0,1144.0,216.0,133.0,13.0,47.0,11584.0,15.0,19.9,12.3,34.1,-2.4,906.0,67.0,4.0,SW,Low
2011-01-01,Berguedà,3.0,0.0,0.1,0.1,0 <10 ha,69679.0,18697.0,15953.0,2242.0,9524.0,28.0,2389.0,12.0,18.7,7.7,34.7,-9.5,866.0,75.0,1.4,SW,Moderate
2011-01-01,Cerdanya,4.0,0.4,1.9,2.3,0 <10 ha,24411.0,16884.0,7601.0,1057.0,2182.0,759.0,2110.0,9.0,18.2,1.3,34.3,-15.6,443.0,69.0,2.5,E,Low
2011-01-01,Conca de Barberà,22.0,1.7,6.7,8.3,0 <10 ha,20797.0,13510.0,323.0,2898.0,24939.0,385.0,2167.0,14.0,20.9,9.1,37.7,-7.0,506.0,67.0,2.6,W,High
2011-01-01,Garraf,9.0,1.2,0.6,1.8,0 <10 ha,3851.0,6729.0,415.0,956.0,1658.0,172.0,4678.0,17.0,22.4,12.2,36.9,-2.4,627.0,70.0,0.7,S,Very high
2011-01-01,Garrigues,7.0,0.7,1.9,2.6,0 <10 ha,13487.0,15609.0,121.0,1376.0,34640.0,12035.0,2523.0,14.0,20.4,8.9,36.4,-7.3,364.0,65.0,2.3,S,Moderate
2011-01-01,Garrotxa,4.0,0.1,1.0,0.6,0 <10 ha,56670.0,2389.0,4348.0,1276.0,5022.0,1312.0,2413.0,14.0,21.2,7.9,37.6,-7.9,1158.0,75.0,1.2,SW,Moderate
2011-01-01,Gironès,15.0,4.0,5.0,9.0,0 <10 ha,33488.0,2094.0,103.0,1984.0,10221.0,4454.0,5256.0,15.0,22.2,8.2,36.3,-7.4,892.0,74.0,1.3,S,Very high
2011-01-01,Maresme,19.0,1.2,1.5,2.6,0 <10 ha,20428.0,2708.0,1329.0,2099.0,861.0,2739.0,9586.0,17.0,21.1,13.5,32.0,0.0,667.0,72.0,2.3,W,High
2011-01-01,Montsià,11.0,1.3,30.5,31.8,10 > 100 ha,9265.0,13609.0,2549.0,5416.0,21461.0,18377.0,3113.0,17.0,21.4,13.2,31.4,-1.9,456.0,71.0,3.5,NW,High
2011-01-01,Noguera,15.0,3.2,30.2,33.4,10 > 100 ha,59396.0,36899.0,311.0,5555.0,45866.0,26133.0,4180.0,15.0,22.2,8.8,39.3,-8.3,339.0,69.0,1.2,N,High
2011-01-01,Osona,9.0,0.5,0.9,1.3,0 <10 ha,74728.0,11400.0,4932.0,4649.0,23914.0,432.0,6297.0,13.0,20.8,6.9,39.0,-8.8,728.0,77.0,0.9,SW,High
2011-01-01,Pallars Jussà,10.0,8.0,20.2,28.2,10 > 100 ha,55264.0,52014.0,3200.0,3654.0,15302.0,2785.0,2192.0,14.0,21.3,7.2,39.4,-9.6,428.0,66.0,1.0,S,Moderate
2011-01-01,Pallars Sobirà,9.0,17.4,249.2,266.5,100 > 500 ha,63095.0,62116.0,6457.0,1681.0,986.0,186.0,1369.0,12.0,20.3,5.7,36.8,-9.9,662.0,68.0,1.475,..,Low
2011-01-01,Pla d'Urgell,0.0,0.0,0.0,0.0,,32.0,203.0,770.0,1410.0,583.0,25508.0,2064.0,15.0,21.7,8.3,39.4,-9.0,294.0,70.0,1.5,W,Moderate
2011-01-01,Pla de l'Estany,2.0,0.0,0.0,0.0,,13943.0,1262.0,641.0,922.0,7196.0,1031.0,1325.0,16.0,21.7,10.6,36.7,-4.7,1058.0,72.0,2.0,NW,High
2011-01-01,Priorat,11.0,6.9,0.9,7.8,0 <10 ha,19909.0,15730.0,0.0,1143.0,9806.0,1998.0,1083.0,15.0,21.3,10.8,35.4,-6.3,493.0,70.0,2.7,E,Very high
2011-01-01,Ribera d'Ebre,10.0,0.7,1.6,2.3,0 <10 ha,22462.0,23736.0,7431.0,8535.0,10663.0,7595.0,2178.0,17.0,23.8,10.5,37.8,-9.4,337.0,65.0,2.2,SE,Very high
2011-01-01,Ripollès,4.0,6.1,0.0,6.1,0 <10 ha,64603.0,4167.0,22164.0,2482.0,1148.0,3.0,1222.0,11.0,17.5,4.9,32.1,-11.6,1487.0,81.0,1.1,SW,Low
2011-01-01,Segarra,2.0,1.1,0.5,1.6,0 <10 ha,9442.0,13400.0,1733.0,938.0,44310.0,253.0,2195.0,13.0,19.6,8.3,38.3,-8.8,345.0,67.0,2.6,W,Moderate
2011-01-01,Segrià,44.0,5.8,25.7,31.4,10 > 100 ha,9068.0,16733.0,383.0,7648.0,32070.0,66674.0,7145.0,15.0,21.3,8.6,37.5,-9.7,291.0,71.0,2.5,E,Moderate
2011-01-01,Selva,18.0,1.0,0.2,1.1,0 <10 ha,69560.0,6925.0,1581.0,3290.0,5157.0,4149.0,8982.0,15.0,22.1,8.7,36.7,-7.4,1059.0,75.0,1.3,SE,Very high
2011-01-01,Solsonès,4.0,0.1,2.5,2.6,0 <10 ha,58259.0,18693.0,3233.0,1715.0,16857.0,26.0,1397.0,14.0,20.4,8.6,38.0,-8.1,586.0,67.0,1.8,SW,Very high
2011-01-01,Tarragonès,5.0,0.1,0.2,0.3,0 <10 ha,3985.0,4456.0,0.0,2719.0,8033.0,3829.0,8719.0,17.0,22.2,12.9,34.1,-4.0,561.0,71.0,2.3,N,High
2011-01-01,Terra Alta,16.0,16.7,6.4,23.2,10 > 100 ha,25894.0,17792.0,29.0,995.0,26935.0,1151.0,1413.0,15.0,21.1,9.8,37.3,-5.7,523.0,61.0,2.6,SW,Very high
2011-01-01,Urgell,16.0,0.7,8.7,9.4,0 <10 ha,3548.0,5221.0,79.0,1314.0,30145.0,15261.0,2364.0,15.0,21.2,9.8,38.6,-7.3,327.0,67.0,2.8,W,Moderate
2011-01-01,Aran,1.0,0.7,9.8,10.5,10 > 100 ha,21881.0,35231.0,4534.0,907.0,50.0,3.0,685.0,10.0,17.0,5.3,34.5,-11.3,810.0,72.0,1.7,S,Low
2011-01-01,Vallès Occidental,32.0,2.3,5.1,7.4,0 <10 ha,23273.0,7514.0,537.0,3164.0,3990.0,631.0,19191.0,15.0,21.1,9.6,34.8,-5.5,809.0,74.0,1.9,W,Moderate
2011-01-01,Vallès Oriental,25.0,0.4,0.8,1.2,0 <10 ha,46468.0,7590.0,3040.0,3728.0,6896.0,2471.0,14978.0,15.0,21.7,9.2,34.9,-6.7,771.0,72.0,1.9,NW,Moderate
2012-01-01,Alt Camp,5.0,17.0,2.0,19.0,10 > 100 ha,14393.0,12209.0,0.0,1256.0,18540.0,4060.0,3311.0,15.0,20.5,9.8,34.4,-4.5,390.0,62.0,2.9,N,Moderate
2012-01-01,Alt Empordà,30.0,5624.2,3164.7,8788.9,>1000 ha,55174.0,24924.0,2284.0,4671.0,25362.0,14966.0,8321.0,16.0,21.4,11.4,36.2,-4.2,550.0,64.0,3.3,N,Very high
2012-01-01,Alt Penedès,38.0,129.4,115.1,244.4,100 > 500 ha,13692.0,13089.0,1761.0,2281.0,22158.0,412.0,5926.0,15.0,20.9,9.5,35.6,-5.4,401.0,66.0,1.9,NE,High
2012-01-01,Alt Urgell,16.0,166.1,57.4,223.5,100 > 500 ha,91883.0,36841.0,5783.0,2516.0,3507.0,2097.0,2073.0,12.0,19.1,5.4,38.3,-10.7,479.0,57.0,1.8,SW,Low
2012-01-01,Alta Ribagorça,8.0,94.0,100.0,194.0,100 > 500 ha,16320.0,22930.0,1518.0,839.0,591.0,180.0,413.0,10.0,19.2,2.9,37.1,-11.8,670.0,68.0,1.3,N,Low
2012-01-01,Anoia,25.0,68.2,45.3,113.5,100 > 500 ha,29483.0,15271.0,4496.0,2244.0,28891.0,418.0,5947.0,15.0,21.1,10.3,36.4,-5.1,519.0,67.0,2.4,NW,Very high
2012-01-01,Bages,30.0,219.2,54.1,273.3,100 > 500 ha,65988.0,25131.0,4100.0,4250.0,21958.0,804.0,7729.0,13.0,21.5,6.5,40.3,-10.1,512.0,73.0,1.1,S,Very high
2012-01-01,Baix Camp,14.0,5.2,59.0,64.2,10 > 100 ha,19105.0,17343.0,3660.0,3789.0,7030.0,11601.0,7200.0,17.0,21.1,12.2,35.5,-2.1,448.0,65.0,1.8,NW,Very high
2012-01-01,Baix Ebre,25.0,44.3,1475.5,1519.8,>1000 ha,15166.0,24825.0,5892.0,4789.0,27149.0,16640.0,5479.0,16.0,21.0,12.0,35.0,-2.8,511.0,64.0,4.4,N,Low
2012-01-01,Baix Empordà,23.0,168.1,25.7,193.8,100 > 500 ha,29733.0,6488.0,3173.0,3017.0,11866.0,8919.0,7065.0,15.0,21.7,8.4,36.9,-6.8,546.0,73.0,2.1,S,High
2012-01-01,Baix Llobregat,53.0,1.9,7.0,9.0,0 <10 ha,11430.0,10495.0,1881.0,4262.0,1844.0,1733.0,16936.0,16.0,21.9,11.3,35.6,-4.6,439.0,71.0,3.0,NW,Very high
2012-01-01,Baix Penedès,13.0,0.8,3.8,4.6,0 <10 ha,7202.0,8002.0,106.0,1436.0,7608.0,462.0,4764.0,16.0,21.6,10.4,33.5,-4.2,471.0,66.0,2.4,N,Low
2012-01-01,Barcelonès,12.0,3.5,12.3,15.8,10 > 100 ha,1232.0,1213.0,120.0,125.0,13.0,48.0,11619.0,18.0,21.3,15.0,35.1,0.6,487.0,62.0,2.0,SW,Low
2012-01-01,Berguedà,12.0,0.3,1.2,1.5,0 <10 ha,69834.0,18697.0,15812.0,2202.0,9516.0,28.0,2425.0,12.0,18.6,7.0,38.4,-11.5,699.0,70.0,1.5,SW,Moderate
2012-01-01,Cerdanya,12.0,31.0,227.2,258.3,100 > 500 ha,24516.0,16922.0,7464.0,1058.0,2174.0,820.0,2052.0,9.0,17.8,0.5,36.8,-16.6,457.0,63.0,3.0,E,Low
2012-01-01,Conca de Barberà,19.0,28.5,13.9,42.4,10 > 100 ha,20737.0,13518.0,729.0,2522.0,24934.0,401.0,2178.0,14.0,20.4,8.4,38.2,-5.9,454.0,64.0,2.8,W,High
2012-01-01,Garraf,14.0,190.7,176.9,367.6,100 > 500 ha,3850.0,6675.0,399.0,979.0,1703.0,176.0,4678.0,16.0,22.1,11.6,36.4,-3.8,460.0,65.0,0.7,S,Very high
2012-01-01,Garrigues,11.0,1.9,12.1,14.0,10 > 100 ha,13487.0,15555.0,112.0,1379.0,34425.0,11868.0,2963.0,14.0,19.9,8.5,38.9,-7.6,360.0,61.0,2.4,S,Moderate
2012-01-01,Garrotxa,9.0,0.2,2.0,1.8,0 <10 ha,56656.0,2389.0,4615.0,1343.0,4776.0,1288.0,2364.0,14.0,21.5,6.9,38.8,-9.9,605.0,70.0,1.4,SW,Moderate
2012-01-01,Gironès,20.0,321.2,28.3,349.5,100 > 500 ha,33488.0,2094.0,101.0,1938.0,10147.0,4485.0,5346.0,14.0,22.0,7.2,38.0,-9.6,552.0,71.0,1.5,S,Very high
2012-01-01,Maresme,33.0,2.0,3.6,5.6,0 <10 ha,20426.0,2708.0,1164.0,2092.0,837.0,2739.0,9785.0,17.0,21.0,12.7,34.2,-2.1,408.0,68.0,2.4,W,High
2012-01-01,Montsià,8.0,0.7,12.3,13.0,10 > 100 ha,9243.0,13336.0,1941.0,5391.0,21367.0,19149.0,3362.0,16.0,21.1,12.4,34.0,-0.8,440.0,68.0,3.6,NW,High
2012-01-01,Noguera,21.0,25.3,49.5,74.8,10 > 100 ha,59396.0,36869.0,324.0,5662.0,45691.0,26157.0,4242.0,14.0,21.6,7.7,38.6,-10.7,351.0,65.0,1.3,N,High
2012-01-01,Osona,22.0,72.8,16.5,89.2,10 > 100 ha,74916.0,11401.0,4648.0,4634.0,23873.0,433.0,6446.0,12.0,20.6,5.6,40.0,-11.6,446.0,75.0,0.8,SW,High
2012-01-01,Pallars Jussà,33.0,30.0,117.9,147.9,100 > 500 ha,55264.0,52011.0,3181.0,3670.0,15279.0,2785.0,2220.0,13.0,21.0,6.3,40.3,-11.4,402.0,61.0,1.1,S,Moderate
2012-01-01,Pallars Sobirà,6.0,197.1,168.0,365.1,100 > 500 ha,63095.0,62115.0,6415.0,1733.0,971.0,192.0,1369.0,12.0,19.9,5.2,38.5,-9.2,600.0,63.0,1.475,..,Low
2012-01-01,Pla d'Urgell,0.0,0.0,0.0,0.0,,32.0,203.0,879.0,1339.0,595.0,25554.0,1968.0,14.0,21.5,7.5,38.8,-8.9,318.0,65.0,1.6,W,Moderate
2012-01-01,Pla de l'Estany,4.0,0.0,0.1,0.1,0 <10 ha,13943.0,1262.0,538.0,910.0,7309.0,1048.0,1309.0,15.0,21.5,9.7,38.0,-7.7,519.0,68.0,2.2,NW,High
2012-01-01,Priorat,26.0,32.6,87.6,120.2,100 > 500 ha,19897.0,15698.0,0.0,1231.0,9235.0,2577.0,1031.0,15.0,21.1,10.0,39.8,-6.7,495.0,66.0,2.7,E,Very high
2012-01-01,Ribera d'Ebre,8.0,202.1,1032.2,1234.3,>1000 ha,22457.0,28284.0,5674.0,3107.0,13800.0,7272.0,2006.0,16.0,23.6,9.9,41.0,-7.4,315.0,61.0,2.3,SE,Very high
2012-01-01,Ripollès,6.0,0.1,0.6,0.7,0 <10 ha,65917.0,4366.0,21209.0,909.0,1780.0,14.0,1595.0,10.0,17.2,3.4,33.4,-12.5,721.0,72.0,1.4,SW,Low
2012-01-01,Segarra,9.0,19.1,15.3,34.4,10 > 100 ha,9442.0,13398.0,1722.0,1046.0,44054.0,255.0,2353.0,14.0,19.8,8.3,38.8,-9.2,275.0,64.0,2.8,W,Moderate
2012-01-01,Segrià,35.0,8.7,14.6,23.2,10 > 100 ha,9047.0,16731.0,369.0,7542.0,31791.0,67117.0,7124.0,14.0,21.1,7.8,39.0,-10.3,355.0,67.0,2.7,W,Moderate
2012-01-01,Selva,25.0,10.1,2.1,12.2,10 > 100 ha,69558.0,6677.0,1410.0,3217.0,5627.0,4210.0,8943.0,14.0,22.0,7.5,40.2,-9.5,631.0,72.0,1.4,W,Very high
2012-01-01,Solsonès,8.0,4.5,0.1,4.6,0 <10 ha,58259.0,18774.0,3174.0,1555.0,16778.0,46.0,1595.0,12.0,18.8,6.8,37.8,-12.1,447.0,69.0,2.4,W,Very high
2012-01-01,Tarragonès,14.0,2.5,8.1,10.6,10 > 100 ha,3986.0,4456.0,0.0,2709.0,8114.0,3786.0,8690.0,17.0,21.9,12.1,32.8,-4.5,457.0,68.0,2.4,N,High
2012-01-01,Terra Alta,11.0,13.6,133.0,146.6,100 > 500 ha,25894.0,17816.0,23.0,1042.0,26776.0,1200.0,1460.0,14.0,20.6,9.1,40.4,-6.2,578.0,57.0,2.8,SW,Very high
2012-01-01,Urgell,10.0,1.4,4.9,6.4,0 <10 ha,3531.0,5220.0,82.0,1508.0,29848.0,15331.0,2410.0,15.0,21.1,9.2,39.4,-8.2,341.0,64.0,3.0,W,Moderate
2012-01-01,Aran,3.0,8.4,20.4,28.8,10 > 100 ha,21881.0,35226.0,4533.0,919.0,43.0,3.0,685.0,9.0,16.3,4.4,37.1,-16.5,825.0,70.0,1.6,S,Low
2012-01-01,Vallès Occidental,43.0,1.3,4.8,6.0,0 <10 ha,23336.0,7514.0,52.0,3075.0,4606.0,527.0,19191.0,15.0,21.0,8.9,38.3,-6.6,446.0,70.0,2.0,W,Moderate
2012-01-01,Vallès Oriental,33.0,1.0,2.0,3.0,0 <10 ha,46471.0,7590.0,2940.0,3754.0,6790.0,2505.0,15120.0,15.0,21.5,8.1,37.9,-8.9,513.0,67.0,2.0,NW,Moderate
2013-01-01,Alt Camp,10.0,8.4,50.8,59.2,10 > 100 ha,15735.0,10591.0,1265.0,1211.0,17731.0,3960.0,3277.0,14.0,20.2,9.6,33.3,-2.1,641.0,64.0,3.1,N,Moderate
2013-01-01,Alt Empordà,23.0,2.2,6.6,8.8,0 <10 ha,40134.0,37898.0,5221.0,4536.0,24812.0,14538.0,8565.0,16.0,20.8,11.3,35.1,-0.6,552.0,65.0,3.2,N,Very high
2013-01-01,Alt Penedès,33.0,0.7,9.4,10.1,10 > 100 ha,17764.0,8923.0,2060.0,2050.0,21955.0,482.0,6086.0,15.0,20.8,9.2,33.8,-2.5,665.0,70.0,1.9,NE,High
2013-01-01,Alt Urgell,3.0,0.0,0.2,0.2,0 <10 ha,81256.0,34973.0,18098.0,2597.0,3609.0,2045.0,2123.0,11.0,18.0,4.8,32.8,-8.1,696.0,63.0,1.6,SW,Low
2013-01-01,Alta Ribagorça,3.0,0.0,0.1,0.1,0 <10 ha,15579.0,8195.0,16959.0,872.0,584.0,188.0,413.0,10.0,18.3,3.0,32.7,-9.9,978.0,73.0,1.2,N,Low
2013-01-01,Anoia,47.0,4.5,2.9,7.3,0 <10 ha,33252.0,12875.0,3342.0,2119.0,28837.0,394.0,5931.0,15.0,21.3,10.0,35.4,-2.3,581.0,68.0,2.5,NW,Very high
2013-01-01,Bages,33.0,16.8,3.5,20.3,10 > 100 ha,69627.0,21178.0,3804.0,4019.0,22932.0,824.0,7577.0,13.0,20.9,6.5,35.5,-6.6,557.0,73.0,1.2,S,Very high
2013-01-01,Baix Camp,8.0,0.1,2.4,2.5,0 <10 ha,15604.0,21721.0,2006.0,3382.0,8242.0,11670.0,7104.0,17.0,21.5,12.2,34.0,0.2,481.0,65.0,2.0,NW,Very high
2013-01-01,Baix Ebre,20.0,2.1,3.8,5.9,0 <10 ha,17853.0,24943.0,3179.0,4920.0,26956.0,16631.0,5459.0,16.0,20.7,11.8,33.5,-0.9,519.0,63.0,4.9,N,Low
2013-01-01,Baix Empordà,22.0,433.3,90.7,523.9,500 > 1000 ha,30503.0,5758.0,3023.0,2983.0,12123.0,8911.0,6959.0,15.0,21.3,8.5,35.7,-5.8,685.0,74.0,2.0,S,High
2013-01-01,Baix Llobregat,43.0,58.2,24.2,82.5,10 > 100 ha,12495.0,10003.0,2370.0,2887.0,1939.0,1715.0,17172.0,16.0,21.5,11.3,33.6,-0.6,604.0,71.0,3.0,NW,Very high
2013-01-01,Baix Penedès,9.0,0.2,0.7,0.9,0 <10 ha,8688.0,6751.0,528.0,1427.0,6959.0,475.0,4752.0,16.0,21.4,10.5,33.4,-2.3,538.0,70.0,2.6,NW,Low
2013-01-01,Barcelonès,8.0,1.1,4.4,5.5,0 <10 ha,1187.0,1183.0,192.0,103.0,13.0,48.0,11643.0,18.0,21.0,14.8,33.9,1.2,585.0,62.0,2.1,W,Low
2013-01-01,Berguedà,9.0,0.1,0.8,0.9,0 <10 ha,71028.0,19637.0,13673.0,2163.0,9558.0,28.0,2425.0,11.0,17.9,6.4,32.5,-7.5,774.0,74.0,1.5,SW,Moderate
2013-01-01,Cerdanya,1.0,0.1,0.0,0.1,0 <10 ha,24981.0,8038.0,15490.0,1064.0,2418.0,936.0,2080.0,8.0,16.4,0.5,31.4,-13.4,614.0,68.0,2.8,E,Low
2013-01-01,Conca de Barberà,9.0,0.4,0.5,0.9,0 <10 ha,19510.0,14935.0,1600.0,1298.0,24974.0,419.0,2285.0,14.0,19.4,8.2,34.9,-5.2,558.0,65.0,3.1,W,High
2013-01-01,Garraf,13.0,0.7,0.4,1.1,0 <10 ha,5628.0,5342.0,177.0,929.0,1654.0,154.0,4577.0,16.0,21.8,11.3,35.3,-1.2,619.0,66.0,0.6,S,Very high
2013-01-01,Garrigues,6.0,0.7,0.3,0.9,0 <10 ha,14788.0,13870.0,966.0,1728.0,33320.0,12040.0,3079.0,13.0,18.8,8.0,33.3,-4.8,548.0,67.0,2.4,S,Moderate
2013-01-01,Garrotxa,2.0,0.2,0.1,0.3,0 <10 ha,28862.0,29496.0,3758.0,1302.0,6206.0,1485.0,2322.0,13.0,20.7,6.7,35.6,-6.3,1049.0,73.0,1.3,SW,Moderate
2013-01-01,Gironès,24.0,4.0,1.6,5.6,0 <10 ha,25141.0,10616.0,1100.0,1873.0,9249.0,4236.0,5385.0,14.0,21.4,7.4,35.3,-6.1,696.0,75.0,1.4,S,Very high
