year,subregion,fires,affected_wood_ha,affected_scrub_ha,affected_total_ha,affected_size,forest_wood_Ha,forest_scrub_Ha,forest_other_Ha,areas_without_vegetation_Ha,rainfed_crops_Ha,irrigated_crops_Ha,urban_Ha,annual_avg_temp,average_maximums,average_minimums,outright_maximum,outright_minimum,annual_rainfall_mm,relative_humidity_%,wind_avg_speed_ms,wind_dominant_direction,risk_forest_fire
2003-01-01,Vallès Oriental,35.0,1170.4,71.4,1241.8,>1000 ha,42122.0,9268.0,5476.0,3362.0,8801.0,2914.0,13302.0,15.0,22.8,8.6,39.8,-4.6,594.0,73.0,2.0,E,Moderate
2004-01-01,Alt Camp,16.0,8.9,7.1,16.0,10 > 100 ha,10148.0,8790.0,3486.0,4139.0,19727.0,3979.0,3501.0,15.0,21.0,10.4,34.7,-1.1,444.0,72.0,2.0,NW,Moderate
2004-01-01,Alt Empordà,38.0,6.3,37.3,43.6,10 > 100 ha,55096.0,13884.0,12546.0,3673.0,26679.0,12769.0,10419.0,16.0,20.4,11.2,36.8,-2.4,544.0,65.0,4.0,NNE,Very high
2004-01-01,Alt Penedès,30.0,1.5,3.7,5.2,0 <10 ha,15660.0,11901.0,212.0,3152.0,23622.0,190.0,4583.0,15.0,21.5,9.6,36.5,-2.6,504.0,80.0,2.0,NE,High
2004-01-01,Alt Urgell,6.0,71.4,12.2,83.6,10 > 100 ha,43220.0,27518.0,52653.0,14312.0,3638.0,1854.0,1505.0,12.0,18.8,5.3,35.3,-8.7,365.0,64.0,2.0,SW,Low
2004-01-01,Alta Ribagorça,5.0,0.0,16.4,16.4,10 > 100 ha,10708.0,7156.0,19995.0,3888.0,592.0,184.0,267.0,10.0,18.6,3.0,34.9,-9.8,599.0,69.0,1.0,SSE,Low
2004-01-01,Anoia,14.0,3.3,4.7,8.0,0 <10 ha,29756.0,9489.0,7710.0,3726.0,30867.0,466.0,4736.0,14.0,20.1,9.8,36.8,-3.4,550.0,68.0,3.0,NW,Very high
2004-01-01,Bages,28.0,21.1,1.3,22.4,10 > 100 ha,60564.0,23339.0,8345.0,3455.0,25137.0,1207.0,7913.0,13.0,20.4,6.6,37.0,-8.5,527.0,74.0,1.0,N,Very high
2004-01-01,Baix Camp,9.0,2.8,1.4,4.1,0 <10 ha,14640.0,13110.0,4792.0,5921.0,12875.0,10091.0,8301.0,15.0,20.4,11.1,35.6,-1.1,478.0,71.0,4.0,NW,Very high
2004-01-01,Baix Ebre,8.0,1.9,1.1,3.0,0 <10 ha,15899.0,15440.0,9256.0,5047.0,32773.0,18165.0,3360.0,16.0,21.1,12.1,35.7,0.0,534.0,70.0,5.0,NW,Low
2004-01-01,Baix Empordà,12.0,193.8,307.0,500.8,500 > 1000 ha,19582.0,12318.0,4288.0,2777.0,13206.0,9082.0,9007.0,15.0,21.5,8.9,36.2,-4.0,687.0,74.0,2.0,S,High
2004-01-01,Baix Llobregat,38.0,4.5,1.2,5.8,0 <10 ha,12315.0,5776.0,1331.0,1534.0,2332.0,2679.0,22613.0,16.0,21.7,11.2,36.7,-2.2,627.0,66.0,2.0,W,Very high
2004-01-01,Baix Penedès,6.0,0.1,1.6,1.8,0 <10 ha,5113.0,9183.0,187.0,1887.0,7036.0,364.0,5810.0,16.0,21.5,11.2,34.3,-1.4,516.0,76.0,3.0,NE,Low
2004-01-01,Barcelonès,15.0,1.0,25.7,26.7,10 > 100 ha,1858.0,150.0,477.0,182.0,154.0,156.0,11393.0,15.0,19.5,11.8,34.9,-0.9,543.0,71.0,5.0,SSW,Low
2004-01-01,Berguedà,7.0,0.0,0.4,0.5,0 <10 ha,42383.0,8273.0,41679.0,9539.0,10287.0,117.0,6234.0,10.0,18.4,4.0,37.7,-9.2,659.0,75.0,2.0,SSW,Moderate
2004-01-01,Cerdanya,3.0,0.0,0.5,0.5,0 <10 ha,19117.0,2508.0,25442.0,3002.0,2169.0,992.0,1755.0,8.0,17.1,0.8,34.2,-12.0,395.0,70.0,3.0,E,Low
2004-01-01,Conca de Barberà,23.0,17.8,13.6,31.4,10 > 100 ha,11752.0,14633.0,4510.0,5030.0,27252.0,427.0,1416.0,13.0,18.7,8.1,34.0,-3.5,494.0,71.0,3.0,W,High
2004-01-01,Garraf,3.0,0.4,0.1,0.5,0 <10 ha,4479.0,2523.0,3525.0,2557.0,1925.0,166.0,3285.0,18.0,21.0,14.3,33.2,0.9,437.0,73.0,2.0,NW,Very high
2004-01-01,Garrigues,9.0,2.0,1.4,3.4,0 <10 ha,13222.0,12085.0,2799.0,2014.0,38129.0,10308.0,1233.0,13.0,18.8,8.1,35.6,-4.8,365.0,72.0,3.0,W,Moderate
2004-01-01,Garrotxa,2.0,0.0,0.0,0.0,,40321.0,13003.0,6347.0,2865.0,7995.0,1417.0,1482.0,13.0,19.7,7.4,35.2,-6.3,872.0,78.0,1.0,SW,Moderate
2004-01-01,Gironès,21.0,3.7,11.5,15.2,10 > 100 ha,20984.0,13414.0,1519.0,2403.0,10097.0,4117.0,5066.0,16.0,21.9,10.5,37.1,-3.4,712.0,72.0,1.0,S,Very high
2004-01-01,Maresme,10.0,0.4,5.9,6.4,0 <10 ha,17252.0,1991.0,3079.0,2344.0,1475.0,3434.0,10175.0,17.0,20.9,13.1,35.8,-0.1,498.0,72.0,3.0,NW,High
2004-01-01,Montsià,13.0,0.0,64.8,64.8,10 > 100 ha,10311.0,9093.0,3534.0,7212.0,21874.0,19116.0,2650.0,16.0,20.5,12.6,32.7,0.2,558.0,77.0,3.0,NW,High
2004-01-01,Noguera,30.0,2.3,21.0,23.3,10 > 100 ha,15372.0,60268.0,17253.0,6703.0,50107.0,24847.0,3790.0,14.0,20.6,7.9,37.3,-6.5,334.0,79.0,2.0,N,High
2004-01-01,Osona,8.0,0.0,3.4,3.4,0 <10 ha,53506.0,14307.0,14711.0,7179.0,30074.0,625.0,5947.0,12.0,19.2,6.4,36.1,-7.1,732.0,77.0,1.0,SW,High
2004-01-01,Pallars Jussà,10.0,3.3,21.7,24.9,10 > 100 ha,29091.0,35228.0,41554.0,7157.0,17519.0,3002.0,859.0,13.0,20.1,6.3,38.3,-7.7,362.0,65.0,1.0,SE,Moderate
2004-01-01,Pallars Sobirà,8.0,0.5,2.3,2.8,0 <10 ha,61845.0,2935.0,55147.0,13192.0,2097.0,292.0,382.0,11.462499999999999,19.724999999999998,5.768750000000001,34.262499999999996,-7.39375,754.625,66.61875,1.475,..,Low
2004-01-01,Pla d'Urgell,0.0,0.0,0.0,0.0,,11.0,0.0,493.0,273.0,740.0,26093.0,2960.0,13.0,20.3,7.3,36.7,-6.4,266.0,76.0,3.0,SW,Moderate
2004-01-01,Pla de l'Estany,12.0,0.1,0.6,0.7,0 <10 ha,10820.0,2945.0,898.0,988.0,8180.0,987.0,1502.0,15.0,20.2,9.8,35.7,-3.9,849.0,76.0,2.0,S,High
2004-01-01,Priorat,17.0,1.1,12.0,13.0,10 > 100 ha,8668.0,11490.0,6067.0,5459.0,13639.0,2325.0,2022.0,14.0,20.5,9.3,38.3,-5.2,554.0,71.0,2.0,WNW,Very high
2004-01-01,Ribera d'Ebre,16.0,0.8,1.4,2.3,0 <10 ha,23015.0,15967.0,5240.0,9248.0,20391.0,7506.0,1233.0,16.0,22.9,10.0,40.8,-4.2,374.0,68.0,2.0,SSE,Very high
2004-01-01,Ripollès,4.0,0.0,0.8,0.8,0 <10 ha,39566.0,3995.0,46107.0,4485.0,556.0,22.0,1059.0,10.0,16.9,3.7,32.2,-10.0,852.0,81.0,1.0,SW,Low
2004-01-01,Segarra,10.0,5.8,12.6,18.4,10 > 100 ha,3889.0,15086.0,2760.0,574.0,47288.0,166.0,2507.0,12.0,18.0,7.6,35.5,-5.8,338.0,72.0,3.0,W,Moderate
2004-01-01,Segrià,36.0,35.2,26.7,61.9,10 > 100 ha,5710.0,9731.0,10210.0,1917.0,39267.0,66351.0,6534.0,14.0,20.0,8.1,36.7,-5.6,311.0,75.0,1.0,W,Moderate
2004-01-01,Selva,26.0,0.9,0.8,1.7,0 <10 ha,61093.0,13406.0,3203.0,3376.0,7114.0,4407.0,6541.0,15.0,21.2,8.7,39.3,-4.2,799.0,78.0,2.0,NW,Very high
2004-01-01,Solsonès,8.0,0.0,1.3,1.3,0 <10 ha,46894.0,10643.0,19185.0,4058.0,18031.0,64.0,1305.0,13.0,19.6,7.0,37.1,-7.2,566.0,71.0,2.0,SW,Very high
2004-01-01,Tarragonès,3.0,1.5,4.5,6.0,0 <10 ha,3241.0,3350.0,284.0,2022.0,8282.0,4000.0,10561.0,17.0,21.9,12.7,37.1,0.5,440.0,75.0,3.0,NNE,High
2004-01-01,Terra Alta,11.0,0.5,1.5,2.0,0 <10 ha,17554.0,15766.0,3235.0,4004.0,31938.0,446.0,1267.0,14.0,19.9,9.4,37.3,-3.3,776.0,72.0,3.0,W,Very high
2004-01-01,Urgell,3.0,0.0,3.3,3.3,0 <10 ha,2194.0,2752.0,2467.0,1107.0,31396.0,15599.0,2415.0,13.0,18.7,8.6,35.6,-5.4,388.0,69.0,4.0,SW,Moderate
2004-01-01,Aran,3.0,0.0,32.0,32.0,10 > 100 ha,10500.0,4986.0,37607.0,9630.0,51.0,0.0,516.0,9.0,15.5,4.3,33.0,-9.6,803.0,74.0,1.0,S,Low
2004-01-01,Vallès Occidental,21.0,0.7,6.5,7.1,0 <10 ha,28459.0,4695.0,780.0,485.0,4768.0,675.0,18438.0,13.0,20.0,7.1,36.5,-7.0,628.0,79.0,1.0,SSE,Moderate
2004-01-01,Vallès Oriental,23.0,0.1,2.4,2.5,0 <10 ha,41976.0,9387.0,5295.0,3259.0,8870.0,3081.0,13302.0,15.0,21.6,8.8,38.1,-4.8,392.0,76.0,2.0,E,Moderate
2005-01-01,Alt Camp,5.0,5.2,4.7,9.9,0 <10 ha,10148.0,8787.0,3486.0,4139.0,19730.0,3979.0,3501.0,15.0,20.2,9.9,35.3,-5.0,450.0,67.0,3.0,N,Moderate
2005-01-01,Alt Empordà,34.0,6.6,10.8,17.5,10 > 100 ha,62832.0,7469.0,13357.0,6512.0,26717.0,12782.0,5398.0,16.0,20.6,10.9,36.3,-5.0,763.0,66.0,4.0,NW,Very high
2005-01-01,Alt Penedès,48.0,10.0,11.1,21.1,10 > 100 ha,12536.0,15249.0,432.0,1978.0,23070.0,201.0,5854.0,15.0,21.3,8.9,36.4,-6.0,523.0,77.0,2.0,NE,High
2005-01-01,Alt Urgell,23.0,23.2,27.4,50.5,10 > 100 ha,43220.0,27518.0,52636.0,14312.0,3620.0,1889.0,1505.0,12.0,18.8,5.0,36.6,-11.0,403.0,59.0,2.0,SW,Low
2005-01-01,Alta Ribagorça,4.0,0.0,5.9,5.9,0 <10 ha,6176.0,10156.0,24345.0,918.0,592.0,184.0,419.0,10.0,18.9,2.5,35.8,-14.0,615.0,65.0,1.0,SW,Low
2005-01-01,Anoia,29.0,3.9,7.3,11.3,10 > 100 ha,30522.0,13803.0,5186.0,1972.0,29461.0,380.0,5426.0,14.0,20.4,9.9,35.2,-6.0,487.0,65.0,2.0,NW,Very high
2005-01-01,Bages,59.0,1975.1,445.4,2420.6,>1000 ha,65353.0,26160.0,2317.0,3795.0,24710.0,1158.0,6467.0,14.0,21.1,6.8,38.2,-11.0,420.0,70.0,1.0,S,Very high
2005-01-01,Baix Camp,25.0,57.5,118.6,176.1,100 > 500 ha,14641.0,13132.0,4810.0,5891.0,12905.0,10050.0,8301.0,16.0,20.8,10.9,36.3,-4.0,506.0,70.0,4.0,NW,Very high
2005-01-01,Baix Ebre,22.0,31.4,124.2,155.5,100 > 500 ha,16063.0,15740.0,9655.0,5037.0,32643.0,17401.0,3401.0,16.0,20.6,11.6,34.8,-5.0,513.0,69.0,5.0,NW,Low
2005-01-01,Baix Empordà,28.0,9.5,0.1,9.6,0 <10 ha,19582.0,12318.0,4278.0,2777.0,13176.0,9122.0,9007.0,15.0,22.1,8.4,36.6,-9.0,819.0,73.0,2.0,S,High
2005-01-01,Baix Llobregat,48.0,74.7,95.9,170.6,100 > 500 ha,11701.0,10782.0,1575.0,2863.0,2359.0,2751.0,16549.0,16.0,21.8,11.2,35.9,-4.0,512.0,66.0,2.0,W,Very high
2005-01-01,Baix Penedès,23.0,22.4,13.9,36.2,10 > 100 ha,5113.0,9078.0,187.0,1887.0,7141.0,364.0,5810.0,17.0,21.9,11.6,36.4,-3.0,601.0,71.0,2.0,N,Low
2005-01-01,Barcelonès,18.0,0.6,14.8,15.4,10 > 100 ha,1594.0,941.0,134.0,118.0,28.0,89.0,11466.0,15.0,19.9,11.7,35.6,-5.0,540.0,68.0,4.0,SW,Low
2005-01-01,Berguedà,28.0,390.3,81.9,472.2,100 > 500 ha,58990.0,15429.0,28439.0,2544.0,10742.0,118.0,2250.0,11.0,18.1,6.3,36.0,-11.0,589.0,71.0,1.0,SW,Moderate
2005-01-01,Cerdanya,7.0,0.0,2.2,2.2,0 <10 ha,21492.0,2204.0,25047.0,2147.0,1910.0,838.0,1347.0,9.0,17.3,0.6,35.2,-16.0,440.0,66.0,4.0,E,Low
2005-01-01,Conca de Barberà,32.0,16.7,6.9,23.6,10 > 100 ha,11752.0,14633.0,4510.0,5030.0,27222.0,457.0,1416.0,14.0,19.4,8.2,35.7,-6.0,366.0,69.0,3.0,W,High
2005-01-01,Garraf,7.0,0.7,0.1,0.8,0 <10 ha,3348.0,7118.0,364.0,734.0,1911.0,170.0,4815.0,16.0,22.0,10.6,38.3,-5.0,662.0,75.0,1.0,NE,Very high
2005-01-01,Garrigues,37.0,106.4,96.5,202.9,100 > 500 ha,13222.0,12085.0,2877.0,2014.0,38056.0,10303.0,1233.0,13.0,18.6,7.6,37.0,-9.0,360.0,66.0,3.0,S,Moderate
2005-01-01,Garrotxa,5.0,0.4,3.3,3.7,0 <10 ha,40981.0,14156.0,5232.0,1024.0,8200.0,1575.0,2232.0,13.0,19.4,6.5,36.0,-10.0,741.0,75.0,1.0,SW,Moderate
2005-01-01,Gironès,24.0,5.2,1.3,6.4,0 <10 ha,20941.0,13414.0,1488.0,2388.0,10133.0,4184.0,5052.0,16.0,22.4,10.0,38.4,-7.0,600.0,71.0,1.0,S,Very high
2005-01-01,Maresme,23.0,7.6,2.4,9.9,0 <10 ha,20489.0,2994.0,879.0,1792.0,1314.0,3310.0,8972.0,17.0,21.2,13.3,35.4,-2.0,521.0,70.0,3.0,NW,High
2005-01-01,Montsià,2.0,0.0,12.4,12.4,10 > 100 ha,9287.0,12690.0,1132.0,5387.0,23159.0,19037.0,3098.0,16.0,20.0,12.0,31.7,-3.0,422.0,71.0,3.0,NW,High
2005-01-01,Noguera,31.0,38.1,24.2,62.3,10 > 100 ha,15342.0,60238.0,17186.0,6769.0,50075.0,24864.0,3866.0,14.0,20.6,7.3,37.7,-11.0,333.0,74.0,1.0,N,High
2005-01-01,Osona,29.0,3.0,4.2,7.2,0 <10 ha,63214.0,12769.0,9613.0,4548.0,29941.0,614.0,5652.0,12.0,19.2,5.7,38.2,-12.0,622.0,71.0,1.0,SW,High
2005-01-01,Pallars Jussà,23.0,12.8,40.6,53.4,10 > 100 ha,29091.0,35228.0,41552.0,7157.0,17517.0,3006.0,859.0,13.0,20.6,6.4,40.6,-10.0,353.0,61.0,1.0,N,Moderate
2005-01-01,Pallars Sobirà,10.0,0.3,61.3,61.6,10 > 100 ha,61845.0,2935.0,55147.0,13192.0,2077.0,312.0,382.0,11.462499999999999,19.724999999999998,5.768750000000001,34.262499999999996,-7.39375,754.625,66.61875,1.475,..,Low
2005-01-01,Pla d'Urgell,0.0,0.0,0.0,0.0,,26.0,0.0,499.0,1166.0,846.0,26149.0,1884.0,14.0,21.1,7.6,39.2,-10.0,280.0,74.0,3.0,SW,Moderate
2005-01-01,Pla de l'Estany,13.0,0.2,0.3,0.6,0 <10 ha,10820.0,2945.0,898.0,988.0,8173.0,985.0,1511.0,15.0,20.7,9.7,36.8,-7.0,804.0,76.0,2.0,S,High
2005-01-01,Priorat,25.0,108.9,59.9,168.8,100 > 500 ha,8668.0,11490.0,5867.0,5459.0,13645.0,2519.0,2022.0,13.0,20.5,7.1,40.2,-10.0,389.0,66.0,2.0,W,Very high
2005-01-01,Ribera d'Ebre,27.0,385.2,354.5,739.8,500 > 1000 ha,22920.0,15798.0,5568.0,10459.0,19507.0,7226.0,1122.0,17.0,23.3,10.7,39.8,-6.0,364.0,65.0,2.0,SE,Very high
2005-01-01,Ripollès,5.0,0.5,0.8,1.3,0 <10 ha,39566.0,3995.0,46006.0,4487.0,652.0,20.0,1064.0,10.0,17.2,3.1,34.8,-12.0,1014.0,80.0,1.0,SW,Low
2005-01-01,Segarra,6.0,1.0,3.2,4.2,0 <10 ha,3889.0,15086.0,2760.0,574.0,47278.0,176.0,2507.0,13.0,18.3,7.8,37.9,-8.0,321.0,70.0,3.0,W,Moderate
2005-01-01,Segrià,36.0,28.8,30.8,59.6,10 > 100 ha,5710.0,9731.0,10183.0,1917.0,38921.0,66724.0,6534.0,13.0,20.1,7.5,37.7,-10.0,292.0,69.0,3.0,W,Moderate
2005-01-01,Selva,22.0,82.5,0.4,82.9,10 > 100 ha,60384.0,13301.0,2918.0,2540.0,7020.0,4380.0,9109.0,15.0,21.9,8.5,39.5,-9.0,791.0,76.0,1.0,SE,Very high
